DBKEY,EIN,UEI,AUDITEENAME,COGAGENCY,DATE_ADDED
11754,132637308,UKCPHXSY7MB8,"THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY, INC",93,3/7/2023
13106,133164477,JV7ZPKLK3NP6,"WOMEN IN NEED, INC.",93,3/31/2023
15303,135596796,,BASSETT HEALTHCARE NETWORK,93,10/10/2022
15322,135598093,,COLUMBIA UNIVERSITY,93,3/25/2021
15516,135669201,,PUBLIC HEALTH SOLUTIONS,93,3/25/2021
17225,141368361,,RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,93,3/25/2021
17262,141402155,,"HEALTH RESEARCH, INC.",93,3/25/2021
17274,141410842,,"RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC.14-1410842",93,3/25/2021
18064,150532082,,CORNELL UNIVERSITY,93,3/25/2021
18565,160743209,,UNIVERSITY OF ROCHESTER,93,3/25/2021
19020,830382654,,ERIE COUNTY MEDICAL CENTER CORPORATION,93,9/22/2022
20075,210634549,,"ATLANTICARE HEALTH SYSTEM, INC AND AFFILIATES",93,10/10/2022
20567,221487576,,"HACKENSACK MERIDIAN HEALTH, INC.",93,10/10/2022
23463,222842846,,"CHILD CARE CONSULTANTS, INC.",93,3/25/2021
23522,222861978,,LIFESPAN CORPORATION AND AFFILIATES,93,3/25/2021
25374,231352104,,CARING PEOPLE ALLIANCE,93,3/25/2021
25395,231352166,,THE CHILDREN'S HOSPITAL OF PHILADELPHIA FOUNDATION & CONTROLLED AFFILI,93,3/25/2021
25418,231352213,,"ST. LUKE'S HEALTH NETWORK, INC. AND CONTROLLED ENTITIES",93,6/23/2022
25545,231352685,,UNIVERSITY OF PENNSYLVANIA,93,3/25/2021
26234,222458317,,LEHIGH VALLEY HEALTH NETWORK AND SUBSIDIARIES,93,8/16/2022
27118,232204725,,"COMMUNITY SERVICES FOR CHILDREN, INC",93,3/25/2021
27282,232290323,,ALBERT EINSTEIN HEALTHCARE NETWORK,93,6/22/2022
27372,232331531,,MAIN LINE HEALTH SYSTEM AND AFFILIATES,93,10/6/2022
28643,236434390,DW1XZMGNFBL4,THE WISTAR INSTITUTE OF ANATOMY AND BIOLOGY,93,6/13/2023
29479,237046393,EK81Q7HQA8N3,URBAN AFFAIRS COALITION,93,7/13/2023
29588,237052541,,"CALIFORNIA RURAL INDIAN HEALTH BOARD, INC.",93,3/25/2021
29737,237062976,,BAKERRIPLEY,93,3/25/2021
31329,237156071,,FRED HUTCHINSON CANCER RESEARCH CENTER,93,3/25/2021
31937,237203666,,THE J. DAVID GLADSTONE INSTITUTES,93,7/2/2022
32124,237221025,,PUBLIC HEALTH MANAGEMENT CORPORATION,93,3/25/2021
33339,237334012,E6RZE38JHS41,"CATHOLIC CHARITIES, DIOCESE OF SAN DIEGO",93,2/23/2023
34557,237426300,ZY63XPTXNZC3,LEGACY HEALTH,93,12/21/2022
35765,250965591,,UNIVERSITY OF PITTSBURGH OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATIO,93,3/25/2021
35792,250965639,,YOUNG WOMEN'S CHRISTIAN ASSOCIATION GREATER PITTSBURGH,93,3/25/2021
36006,251094911,,MERAKEY ALLEGHENY VALLEY SCHOOL,93,3/25/2021
39110,316056230,,THE RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,93,3/25/2021
40830,316053035,,CINCINNATI-HAMILTON COUNTY COMMUNITY ACTION AGENCY,93,10/10/2022
41447,330328688,,LA JOLLA INSTITUTE FOR IMMUNOLOGY,93,7/14/2022
41588,330435954,,THE SCRIPPS RESEARCH INSTITUTE,93,3/25/2021
42338,340714585,,CLEVELAND CLINIC FOUNDATION DBA CLEVELAND CLINIC HEALTH SYSTEM,93,3/25/2021
42780,341018992,,CASE WESTERN RESERVE UNIVERSITY,93,3/25/2021
43333,341346763,,CHN HOUSING PARTNERS,93,7/10/2022
47025,351859562,GEL5PMVKJYK8,GEMINUS CORPORATION,93,2/9/2023
48063,361877640,,HEARTLAND ALLIANCE FOR HUMAN NEEDS & HUMAN RIGHTS,93,3/25/2021
48300,362167060,,NORTHSHORE UNIVERSITY HEALTHSYSTEM,93,7/6/2022
48349,362167808,,NATIONAL OPINION RESEARCH CENTER,93,3/25/2021
48352,362167817,,NORTHWESTERN UNIVERSITY,93,3/25/2021
48401,824184596,,"ADVOCATE AURORA HEALTH, INC.",93,9/8/2022
48480,362174823,,RUSH SYSTEM FOR HEALTH,93,3/25/2021
48485,362177139,,THE UNIVERSITY OF CHICAGO,93,3/25/2021
49171,362597741,,"COMMUNITY AND ECONOMIC DEVELOPMENT ASSOCIATION OF COOK COUNTY, INC.",93,3/25/2021
49340,362712912,,ILLINOIS ACTION FOR CHILDREN,93,3/25/2021
50324,363261413,,ALLINA HEALTH SYSTEM,93,9/23/2022
50593,362170833,,CHILDREN'S HOSPITAL OF CHICAGO MEDICAL CENTER AND AFFILIATED CORPORATI,93,5/13/2022
53625,363152959,,NORTHWESTERN MEMORIAL HEALTHCARE,93,6/1/2022
53832,371110690,,MEMORIAL HEALTH SYSTEM AND SUBSIDIARIES,93,7/6/2022
55033,381405282,,BETHANY CHRISTIAN SERVICES AND ITS SUBSIDIARIES,93,3/25/2021
55715,381976979,,WAYNE METROPOLITAN COMMUNITY ACTION AGENCY AND AFFILIATES,93,5/25/2022
58433,390452970,,"MARSHFIELD CLINIC HEALTH SYSTEM, INC.",93,10/3/2022
58643,390806261,,"THE MEDICAL COLLEGE OF WISCONSIN, INC",93,3/25/2021
58758,391500074,,"CHILDREN'S HOSPITAL AND HEALTH SYSTEM, INC",93,7/19/2022
63579,416011702,,MAYO CLINIC,93,3/25/2021
65853,430653611,,WASHINGTON UNIVERSITY,93,3/25/2021
68101,440605373,N52NHWMBZNG5,THE CHILDREN'S MERCY HOSPITAL,93,4/5/2023
68155,440661018,,"TRUMAN MEDICAL CENTER, INCORPORATED",93,10/10/2022
69071,460420063,DT3GJW3JNMN5,GREAT PLAINS TRIBAL LEADERS HEALTH BOARD,93,7/6/2023
70117,480543809,,"SAINT FRANCIS MINISTRIES, INC.",93,7/29/2022
70282,480680117,,UNIVERSITY OF KANSAS CENTER FOR RESEARCH,93,3/25/2021
71243,510103684,,CHRISTIANA CARE HEALTH SYSTEM AND AFFILIATES,93,7/2/2022
72105,510197108,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,93,3/25/2021
76672,521800436,,"ASSOCIATION OF PUBLIC HEALTH LABORATORIES, INC.",93,3/25/2021
78587,540620889,,INOVA HEALTH SYSTEM,93,12/8/2022
80920,550665758,,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,93,3/25/2021
81362,560532129,,DUKE UNIVERSITY,93,3/25/2021
81366,560532138,,WAKE FOREST UNIVERSITY,93,3/25/2021
81635,560686338,,RESEARCH TRIANGLE INSTITUTE,93,3/25/2021
87167,582106707,,NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL AND PREVENTION,93,2/8/2022
87913,590634433,,THE NEMOURS FOUNDATION,93,9/7/2022
87947,590638499,,"MIAMI CHILDREN'S HEALTH SYSTEM, INC. D/B/A NICKLAUS CHILDREN'S HEALTH ",93,6/9/2022
88612,591146765,,"EPISCOPAL CHILDREN'S SERVICES, INC.",93,12/1/2021
88715,591221966,,"REDLANDS CHRISTIAN MIGRANT ASOCIATION, INC.",93,3/25/2021
88898,591371754,,"COMMUNITY COORDINATED CARE FOR CHILDREN, INC & THE 4C FOUNDATION, INC",93,3/25/2021
89272,591726273,,"ORLANDO HEALTH, INC",93,7/7/2022
89485,591865751,,"CITRUS HEALTH NETWORK, INC.",93,1/20/2022
89865,592142859,TN6UN1R1Y6C3,"SHANDS JACKSONVILLE MEDICAL CENTER, INC.",93,3/31/2023
90240,592451713,,"H. LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE, INC.",93,10/12/2021
90356,592551416,,"ECKERD YOUTH ALTERNATIVES, INC.",93,3/25/2021
90878,593032613,,FLORIDA HEALTHY KIDS CORPORATION,93,3/25/2021
91183,596012065,,NORTH BROWARD HOSPITAL DISTRICT,93,1/14/2022
91926,610650121,VM74MG6JG5K3,"COMMUNITY ACTION COUNCIL FOR LEXINGTON-FAYETTE, BOURBON, HARRISON, AND",93,4/5/2023
92121,610865554,,"COMMUNITY ACTION KENTUCKY, INC.",93,4/10/2022
92994,620479367,,METHODIST LE BONHEUR HEALTHCARE,93,7/21/2022
93019,620488046,,MEHARRY MEDICAL COLLEGE,93,3/25/2021
93230,620646012,,"ST. JUDE CHILDREN'S RESEARCH HOSPITAL, INC. AND SUBSIDIARIES",93,3/25/2021
94212,626000101,,ERLANGER HEALTH SYSTEM,93,4/7/2022
94568,630307306,,THE CHILDREN'S HOSPITAL OF ALABAMA,93,9/26/2022
94765,630644300,HPY7M5C5NBK8,TALLADEGA CLAY RANDOLPH CHILD CARE CORPORATION,93,3/31/2023
95844,640440578,VD9RYD7FAFT1,"MISSISSIPPI ACTION FOR PROGRESS, INC.",93,8/31/2023
96036,640653269,,"NORTH MISSISSIPPI HEALTH SERVICES, INC.",93,7/6/2022
98571,720502505,,OCHSNER CLINIC FOUNDATION,93,10/5/2022
101101,760461578,EYJCLM9UCLX5,TEXAS CHILDREN'S,93,6/22/2023
101136,741109733,,CATHOLIC CHARITIES OF THE ARCHDIOCE OF GALVESTON-HOUSTON,93,12/16/2021
101209,741152597,,MEMORIAL HERMANN HEALTH SYSTEM,93,10/6/2022
101267,741180155,,THE HOUSTON METHODIST HOSPITAL SYSTEM DBA HOUSTON METHODIST,93,9/13/2022
101742,741613878,,BAYLOR COLLEGE OF MEDICINE,93,3/25/2021
102253,742044647,,NATIONAL JEWISH HEALTH,93,5/10/2022
102701,742327454,RTLBXFXU7GN6,WORKFORCE SOLUTIONS - CAPITAL AREA WORKFORCE BOARD,93,6/27/2023
103008,742481167,,"SOUTHWEST KEY PROGRAMS, INC. AND AFFILIATES",93,3/25/2021
104609,751230219,,"SOUTH PLAINS COMMUNITY ACTION ASSOCIATION, INC.",93,12/3/2021
106315,756000439,FV5JX1HNMDH3,TARRANT COUNTY HOSPITAL DISTRICT,93,6/21/2023
109056,840166760,,CHILDREN'S HOSPITAL COLORADO,93,9/6/2022
109522,840587601,,CHILD CARE ASSOCIATES,93,3/25/2021
110753,850105601,,PRESBYTERIAN HEALTHCARE SERVICES,93,9/28/2022
111758,860227210,,"CHICANOS POR LA CAUSA, INC. AND SUBSIDIARIES AND AFFILIATES",93,1/15/2022
113665,910564748,,SEATTLE CHILDRENS,93,3/25/2021
114207,910873623,,"ARCTIC SLOPE NATIVE ASSOCIATION, LIMITED",93,3/25/2021
114425,911019392,XPMYYG76MMD5,YAKIMA VALLEY FARM WORKERS CLINIC,93,11/8/2022
114429,911020139,HDKAKDQ1KLQ6,SEA MAR COMMUNITY HEALTH CENTERS,93,11/17/2022
115770,920037322,ZNJZMWJ84HU5,"CATHOLIC SOCIAL SERVICES, INC.",93,3/1/2023
115787,920040308,,TANANA CHIEFS CONFERENCE,93,3/25/2021
115791,920041414,,YUKON-KUSKOKWIM HEALTH CORPORATION,93,3/25/2021
115793,920041461,,MANIILAQ ASSOCIATION,93,3/25/2021
115796,920041488,,NORTON SOUND HEALTH CORPORATION,93,3/25/2021
115810,920044965,,BRISTOL BAY AREA HEALTH CORPORATION,93,3/15/2022
115836,920056274,,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,93,3/25/2021
115971,920086076,,SOUTHCENTRAL FOUNDATION,93,3/25/2021
116713,930591240,,"OREGON CHILD DEVELOPMENT COALITION, INC.",93,3/25/2021
118297,941156276,,COMMUNITY HOSPITALS OF CENTRAL CA DBA COMMUNITY HEALTH SYSTEM,93,5/20/2022
118321,941156365,,STANFORD UNIVERSITY,93,3/25/2021
118676,941105628,,"KAISER FOUNDATION HEALTH PLAN, INC AND SUBSIDIARIES AND KAISER FOUNDAT",93,3/25/2021
119054,941606519,,FRESNO ECONOMIC OPPORTUNITIES COMMISSION,93,3/25/2021
119146,941646278,,PUBLIC HEALTH INSTITUTE,93,3/25/2021
119575,942219349,,"TARZANA TREATMENT CENTERS, INC.",93,1/14/2022
120912,942854057,,"IHC HEALTH SERVICES, INC.",93,10/6/2022
122362,946000533,,COUNTY OF SANTA CLARA,93,3/25/2021
123574,951648184,,NEIGHBORHOOD HOUSE ASSOCIATION,93,3/25/2021
123653,951683878,,CITY OF HOPE AND AFFILIATES,93,3/25/2021
123693,951690976,,CHILDREN'S HOME SOCIETY OF CALIFORNIA,93,10/12/2021
123694,951690977,,CHILDRENS HOSPITAL LOS ANGELES,93,6/1/2022
124143,952039198,,YMCA OF SAN DIEGO COUNTY,93,12/10/2021
124278,952160097,,SALK INSTITUTE FOR BIOLOGICAL STUDIES,93,3/25/2021
124464,952402760,,COMMUNITY ACTION PARTNERSHIP OF KERN,93,3/25/2021
124481,952410253,,"COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY, INC.",93,3/25/2021
124640,952557063,,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC. DBA HELUNA HEALTH",93,3/25/2021
124691,952594166,,MEXICAN AMERICAN OPPORTUNITY FOUNDATION,93,1/18/2022
124821,952707101,WMC4EN344RB6,CLINICA SIERRA VISTA,93,8/17/2023
124934,952846605,,"RIVERSIDE-SAN BERNARDINO COUNTY INDIAN HEALTH, INC.",93,9/20/2022
125751,953510046,,CRYSTAL STAIRS INC,93,3/25/2021
125770,953522679,K5TMAM98KHD3,LOMA LINDA UNIVERSITY MEDICAL CENTER AND AFFILIATES,93,2/8/2023
125871,953602641,,OPTIONS FOR LEARNING,93,3/25/2021
127595,956042721,,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,93,3/25/2021
127959,956151774,,CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,93,3/25/2021
128828,636000619,,STATE OF ALABAMA,93,3/25/2021
128980,636005396,,THE UNIVERSITY OF ALABAMA AT BIRMINGHAM,93,3/25/2021
129688,636001120,,TALLASSEE CITY BOARD OF EDUCATION,93,6/29/2022
129769,630705119,X3G1ZDHMASN5,POARCH BAND OF CREEK INDIANS,93,7/6/2023
129783,926001185,,STATE OF ALASKA,93,9/14/2022
130060,920069243,,KENAITZE INDIAN TRIBE,93,4/24/2022
130209,866000472,,MARICOPA COUNTY,93,3/25/2021
130213,866000543,,PIMA COUNTY,93,4/20/2022
130571,860093307,,SAN CARLOS APACHE TRIBE DEPARTMENT OF GOVERNMENTAL PROGRAMS,93,3/25/2021
130579,860203228,,PASCUA YAQUI TRIBE GOVERNMENTAL OPERATIONS,93,6/29/2022
130749,716046242,,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,93,3/25/2021
131803,680284175,,STATE OF CALIFORNIA,93,3/25/2021
131804,943067788,,UNIVERSITY OF CALIFORNIA,93,3/25/2021
131810,946000501,,"COUNTY OF ALAMEDA, CALIFORNIA",93,3/25/2021
131816,946000506,,COUNTY OF BUTTE,93,3/25/2021
131822,946000509,,COUNTY OF CONTRA COSTA,93,3/25/2021
131826,946000512,,COUNTY OF FRESNO,93,3/25/2021
131830,946000513,,COUNTY OF HUMBOLDT,93,3/25/2021
131832,956000924,,COUNTY OF IMPERIAL,93,3/25/2021
131837,956000925,,COUNTY OF KERN,93,3/25/2021
131838,956000941,,KERN COUNTY SUPERINTENDENT OF SCHOOLS,93,3/25/2021
131845,956000927,,COUNTY OF LOS ANGELES,93,3/25/2021
131846,956000942,,LOS ANGELES COUNTY OFFICE OF EDUCATION,93,3/25/2021
131847,946000518,,COUNTY OF MADERA,93,5/10/2022
131851,946000520,,COUNTY OF MENDOCINO,93,10/6/2022
131853,946002379,,MERCED COUNTY OFFICE OF EDUCATION,93,4/21/2022
131858,946000524,,COUNTY OF MONTEREY,93,3/25/2021
131860,946000525,,COUNTY OF NAPA,93,3/25/2021
131866,956000943,,ORANGE COUNTY DEPARTMENT OF EDUCATION,93,3/25/2021
131867,946000527,,COUNTY OF PLACER,93,3/25/2021
131871,956000930,,COUNTY OF RIVERSIDE,93,3/25/2021
131872,330830818,,RIVERSIDE COUNTY OFFICE OF EDUCATION,93,3/25/2021
131873,946000529,,COUNTY OF SACRAMENTO,93,3/25/2021
131877,956002748,,COUNTY OF SAN BERNARDINO,93,3/25/2021
131878,956000934,,COUNTY OF SAN DIEGO,93,3/25/2021
131880,946000531,,COUNTY OF SAN JOAQUIN,93,3/25/2021
131884,946000532,,COUNTY OF SAN MATEO,93,3/25/2021
131885,956002833,,COUNTY OF SANTA BARBARA,93,3/25/2021
131888,770272168,,SANTA CLARA COUNTY OFFICE OF EDUCATION,93,3/25/2021
131891,946000535,,COUNTY OF SHASTA,93,3/25/2021
131898,946000538,,COUNTY OF SOLANO,93,3/25/2021
131903,946000540,,COUNTY OF STANISLAUS,93,3/25/2021
131904,946002388,,STANISLAUS COUNTY OFFICE OF EDUCATION,93,3/25/2021
131915,956000944,,COUNTY OF VENTURA,93,3/25/2021
131917,946000548,,COUNTY OF YOLO,93,3/25/2021
131928,946027360,J2JJNJAU6E26,CITY OF NEWARK,93,4/4/2023
131929,946000384,,CITY OF OAKLAND,93,3/25/2021
132266,946000417,,CITY AND COUNTY OF SAN FRANCISCO,93,3/25/2021
133079,946000529,,SACRAMENTO EMPLOYMENT AND TRAINING AGENCY,93,3/25/2021
133826,956000213,,BALDWIN PARK UNIFIED SCHOOL DISTRICT,93,4/12/2022
133881,956002457,,POMONA UNIFIED SCHOOL DISTRICT,93,3/25/2021
134720,840644739,,STATE OF COLORADO,93,3/25/2021
134732,846000732,,"ADAMS COUNTY, COLORADO",93,3/25/2021
134734,846000740,,"ARAPAHOE COUNTY, COLORADO",93,3/25/2021
134738,846000748,,"BOULDER COUNTY, COLORADO",93,2/14/2023
134751,846000764,,EL PASO COUNTY,93,3/25/2021
134760,846000774,,JEFFERSON COUNTY GOVERNMENT,93,3/25/2021
134765,846000779,,"LARIMER COUNTY, COLORADO",93,7/21/2022
134792,846000813,,WELD COUNTY GOVERNMENT,93,7/29/2022
135992,516000279,,STATE OF DELAWARE,93,3/25/2021
136063,596001874,,STATE OF FLORIDA,93,3/25/2021
136086,591713947,,"PUBLIC HEALTH TRUST OF MAIMI-DADE COUNTY, FLORIDA",93,5/27/2022
136102,596000661,,"HILLSBOROUGH COUNTY, FLORIDA",93,3/25/2021
136126,596000800,,PINELLAS COUNTY,93,4/14/2022
136810,591415030,,SEMINOLE TRIBE OF FLORIDA,93,7/6/2022
136829,580973190,,STATE OF GEORGIA/STATE ACCOUNTING OFFICE,93,3/25/2021
137883,996000449,,STATE OF HAWAII DEPARTMENT OF HEALTH,93,3/25/2021
137884,996001089,,DEPARTMENT OF HUMAN SERVICES,93,3/25/2021
137965,826000952,,STATE OF IDAHO,93,3/25/2021
138467,820255928,,NEZ PERCE TRIBE,93,3/25/2021
138655,366006600,,"LAKE COUNTY, ILLINOIS",93,9/19/2022
138815,366005820,,CITY OF CHICAGO,93,3/25/2021
139586,366006082,,CITY OF ROCKFORD,93,9/22/2022
143605,420933966,,STATE OF IOWA,93,3/25/2021
143683,426004519,K32TGXKSEL64,"POLK COUNTY, IOWA",93,1/27/2023
144797,481124839,,STATE OF KANSAS,93,3/25/2021
144884,486000798,,SEDGWICK COUNTY,93,6/23/2022
146632,726000720,,STATE OF LOUISIANA,93,3/25/2021
146694,726000223,,CADDO PARISH COMMISSION,93,8/11/2022
147110,016000001,,STATE OF MAINE,93,3/25/2021
147719,526002033,,STATE OF MARYLAND,93,3/25/2021
147913,046002284,,COMMONWEALTH OF MASSACHUSETTS,93,3/25/2021
148713,386004849,,"GENESEE COUNTY, MICHIGAN",93,7/26/2022
148738,386004868,,"MACOMB COUNTY, MICHIGAN",93,3/25/2021
150622,237249643,,SAULT STE. MARIE TRIBE OF CHIPPEWA INDIANS,93,10/5/2022
150662,416007162,,STATE OF MINNESOTA,93,3/25/2021
150696,416005786,,DAKOTA COUNTY,93,10/10/2022
150704,416005801,,HENNEPIN COUNTY MINNESOTA,93,3/25/2021
150739,416005875,,RAMSEY COUNTY,93,3/25/2021
150746,416005890,JLKFMAQAN397,ST LOUIS COUNTY,93,7/11/2023
152109,411737979,,WHITE EARTH RESERVATION,93,7/6/2022
152111,410965719,,GOVERNMENTAL DEPT OF THE FOND DU LAC BAND OF LAKE SUPERIOR CHIPPEWA,93,6/30/2022
152133,646000749,,THE STATE OF MISSISSIPPI,93,3/25/2021
152717,640345731,,MISSISSIPPI BAND OF CHOCTAW INDIANS,93,10/14/2022
152734,446000987,,STATE OF MISSOURI,93,3/25/2021
154226,810302402,,STATE OF MONTANA,93,3/25/2021
154770,810432358,WQV6F3GXKPR8,NORTHERN CHEYENNE TRIBE,93,6/30/2023
154800,470491233,,STATE OF NEBRASKA,93,3/25/2021
154916,476006455,,"DOUGLAS COUNTY, NEBRASKA",93,1/21/2022
155928,886000022,,STATE OF NEVADA,93,3/25/2021
155943,886000138,,WASHOE COUNTY,93,12/27/2021
156039,026000618,,STATE OF NEW HAMPSHIRE,93,3/25/2021
156544,226002443,,COUNTY OF HUDSON,93,3/25/2021
156567,216000954,,COUNTY OF OCEAN,93,10/14/2022
158049,856000565,,NEW MEXICO DEPARTMENT OF HEALTH,93,3/25/2021
158054,856000565,,"NEW MEXICO CHILDREN, YOUTH AND FAMILIES DEPARTMENT",93,3/25/2021
158354,146002563,,COUNTY OF ALBANY,93,3/25/2021
158355,166002554,,"COUNTY OF ALLEGANY, STATE OF NEW YORK",93,3/25/2021
158366,156000453,,"COUNTY OF DELAWARE, NEW YORK",93,3/25/2021
158368,166002558,,ERIE COUNTY,93,3/25/2021
158385,166002564,,"COUNTY OF NIAGARA, NEW YORK",93,3/25/2021
158388,156000461,,"COUNTY OF ONONDAGA, NEW YORK",93,3/25/2021
158391,146002567,,COUNTY OF ORANGE,93,3/25/2021
158397,146002569,LPXDBJAJRMU5,"COUNTY OF RENSSELAER, NEW YORK",93,7/6/2023
158399,136007344,,COUNTY OF ROCKLAND,93,3/25/2021
158408,116000464,,"SUFFOLK COUNTY, NEW YORK",93,3/25/2021
158418,136007353,,WESTCHESTER COUNTY,93,3/25/2021
158720,136400434,,THE CITY OF NEW YORK,93,3/25/2021
160912,160786768,,SENECA NATION OF INDIANS,93,7/1/2022
160913,161007650,G9GLDN3W57D1,SAINT REGIS MOHAWK TRIBE,93,8/31/2023
160966,566000279,W5TCDKMLHE69,"BUNCOMBE COUNTY, NC",93,1/5/2023
161007,566000291,,COUNTY OF CUMBERLAND,93,12/21/2021
161023,566000297,LJ5BA6U2HLM7,DURHAM COUNTY,93,12/31/2022
161027,566000450,ZTVELM361423,"FORSYTH COUNTY, NORTH CAROLINA",93,3/31/2023
161044,566000305,,GUILFORD COUNTY,93,1/13/2022
161100,566000319,,MECKLENBURG COUNTY,93,3/25/2021
161105,566000321,,COUNTY OF MONTGOMERY,93,2/23/2022
161115,566000324,F7TLT2GMEJE1,NEW HANOVER COUNTY,93,12/31/2022
161190,566000347,,"WAKE COUNTY, NORTH CAROLINA",93,3/25/2021
161800,560572090,,EASTERN BAND OF CHEROKEE INDIANS,93,3/25/2021
162380,311334820,,STATE OF OHIO,93,3/25/2021
162442,346000817,,CUYAHOGA COUNTY,93,9/19/2022
162449,316400067,,FRANKLIN COUNTY,93,3/25/2021
162455,316000063,,HAMILTON COUNTY,93,3/25/2021
162474,346000177,,MAHONING COUNTY,93,8/24/2022
162501,346002767,,SUMMIT COUNTY,93,3/25/2021
165971,730717979,,CHOCTAW NATION OF OKLAHOMA,93,3/25/2021
165989,730932018,,MUSCOGEE CREEK NATION,93,3/25/2021
166003,730772869,,ABSENTEE SHAWNEE TRIBE OF INDIANS OF OKLAHOMA,93,3/25/2021
166006,730801256,KJYDNF7PDEF1,SEMINOLE NATION OF OKLAHOMA GOV'T SERVICES DEPARTMENT,93,7/6/2023
166019,931070707,,STATE OF OREGON,93,3/25/2021
166023,936002286,,"CLACKAMAS COUNTY, OREGON",93,3/25/2021
166040,936002303,,"LANE COUNTY, OREGON",93,6/29/2022
166046,936002309,,MULTNOMAH COUNTY OREGON,93,3/25/2021
166791,010661737,,COMMONWEALTH OF PENNSYLVANIA,93,3/25/2021
166805,256001017,,"COUNTY OF ALLEGHENY, PENNSYLVANIA",93,3/25/2021
166818,236003040,,COUNTY OF CHESTER,93,9/28/2022
166825,236003043,,COUNTY OF DAUPHIN,93,10/6/2022
166828,256001027,,"COUNTY OF ERIE, PENNSYLVANIA",93,10/6/2022
166842,231663078,,COUNTY OF LEHIGH,93,9/26/2022
166849,236003126,,COUNTY OF MONTGOMERY,93,3/25/2021
169669,231740825,,BERKS COUNTY INTERMEDIATE UNIT,93,3/25/2021
169837,231736237,,DELAWARE COUNTY INTERMEDIATE UNIT,93,2/17/2022
170255,056000522,,STATE OF RHODE ISLAND AND PROVIDENCE PLANTATIONS,93,3/25/2021
170349,576000286,,STATE OF SOUTH CAROLINA,93,3/25/2021
170831,466000364,,STATE OF SOUTH DAKOTA,93,4/6/2022
171359,626001445,,STATE OF TENNESSEE,93,3/25/2021
171436,626000841,,"SHELBY COUNTY, TENNESSEE",93,3/25/2021
171548,626000259,,"CITY OF CHATTANOOGA, TENNESSEE",93,8/4/2022
171944,746000089,,STATE OF TEXAS C/O COMPTROLLER OF PUBLIC ACCOUNTS,93,3/25/2021
171961,746002039,WGCSBPYDLS78,"BEXAR COUNTY, TEXAS",93,4/28/2023
172047,760454514,,HARRIS COUNTY,93,3/25/2021
172054,746000717,,"COUNTY OF HIDALGO, TEXAS",93,3/25/2021
172174,746000192,,TRAVIS COUNTY TEXAS,93,3/26/2022
174196,741588856,,REGION 19 EDUCATION SERVICE CENTER,93,1/6/2022
175005,756049012,,NORTH CENTRAL TEXAS COUNCIL OF GOVERNMENTS,93,3/25/2021
175013,876000545,,STATE OF UTAH,93,3/25/2021
175032,876000316,,SALT LAKE COUNTY,93,7/14/2022
175300,036000264,,STATE OF VERMONT,93,3/25/2021
175887,546001736,,COMMONWEALTH OF VIRGINIA,93,3/25/2021
176254,546001103,,CITY OF ALEXANDRIA,93,7/12/2022
176280,546001556,,CITY OF RICHMOND,93,10/6/2022
176362,916001089,,STATE OF WASHINGTON C/O OFFICE OF FINANCIAL MANAGEMENT,93,3/25/2021
177397,910760952,,QUINAULT INDIAN NATION,93,6/29/2022
177452,550526580,,STATE OF WEST VIRGINIA,93,3/25/2021
177867,396028867,,STATE OF WISCONSIN,93,3/25/2021
177883,396005684,,COUNTY OF DANE,93,3/25/2021
179719,396081138,,ONEIDA NATION,93,3/25/2021
179738,830208667,,STATE OF WYOMING,93,3/25/2021
180174,660433568,L46HH5KH8CA1,AUTONOMOUS MUNICIPALITY OF CAGUAS,93,4/5/2023
180849,450314494,,SPIRIT LAKE TRIBE,93,6/30/2022
181657,356000158,,STATE OF INDIANA,93,3/25/2021
181658,066000798,,STATE OF CONNECTICUT,93,3/25/2021
181661,561611588,,STATE OF NORTH CAROLINA,93,3/25/2021
181663,736017987,,STATE OF OKLAHOMA,93,3/25/2021
181664,866004791,,STATE OF ARIZONA,93,3/25/2021
181667,216000928,,STATE OF NEW JERSEY,93,3/25/2021
181744,596000573,,MIAMI-DADE COUNTY,93,3/25/2021
181745,156000460,,"ONEIDA COUNTY, NEW YORK",93,3/25/2021
181758,043314093,,"BMC HEALTH SYSTEM, INC.",93,3/25/2021
181790,521640403,,CHILDREN'S NATIONAL MEDICAL CENTER AND SUBSIDIARIES,93,6/13/2022
181798,350983617,,"COMMUNITY HEALTH NETWORK, INC.",93,6/22/2022
181877,310833936,,CHILDREN'S HOSPITAL MEDICAL CENTER,93,3/25/2021
