Program Number,Program Title,Types of Assistance,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Date Published,Funded,POC Information
81.092,Remedial Action and Waste Management,B - Project Grants,"ENERGY, DEPARTMENT OF",,,"Nov 26, 2024","Nov 26, 2024",True,"Andrew Wirkkala
1000 Independence Ave., SW,, washington DC 20585
(202) 586-1487
"
93.667,Social Services Block Grant,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.645, 93.669, 93.600, 93.647, 93.658, 93.671, 93.630, 93.045, 93.044","Nov 26, 2024","Nov 26, 2024",True,"Charisse Johnson, Acting Director, Division of Social Services
Administration for Children and Families, Office of Community Services, US DHHS, Washington DC 20201
(202) 401-5665
"
93.654,Indian Health Service Behavioral Health Programs,B - Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
301-443-5204
"
93.441,Indian Self-Determination,C - Direct Payments for Specified Use,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management, 
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
(301) 443-5204.
"
84.01,Title I Grants to Local Educational Agencies,A - Formula Grants,"EDUCATION, DEPARTMENT OF",OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,"84.011, 84.013","Nov 26, 2024","Nov 26, 2024",True,"Patrick Rooney
Office of Elementary and Secondary Education, Department of Education, 400 Maryland Avenue, SW, Washington DC 20202
(202)453-5514
"
81.049,Office of Science Financial Assistance Program,B - Project Grants (Cooperative Agreements),"ENERGY, DEPARTMENT OF",,,"Nov 26, 2024","Nov 26, 2024",True,"Michael S. Zarkin
19901 Germantown Road, Germantown MD 20874
301-903-4946
"
93.653,Indian Health Service Domestic Violence Prevention Programs,B - Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
3014435204
"
64.015,Veterans State Nursing Home Care,A - Formula Grants,"VETERANS AFFAIRS, DEPARTMENT OF",VA HEALTH ADMINISTRATION CENTER,64.014,"Nov 26, 2024","Nov 26, 2024",True,"State Home Per Diem Program
Chief Consultant, Geriatrics and Extended Care Service
Chief, State Home Per Diem Program, Washington DC 20420
202-461-6750
"
12.631,"Science, Technology, Engineering and Mathematics (STEM) Educational Program: Science, Mathematics And Research for Transformation (SMART)",B - Project Grants,DEPT OF DEFENSE,DEFENSE INTELLIGENCE AGENCY (DIA),,"Nov 26, 2024","Nov 26, 2024",True,"Louie Lopez
4800 Mark Center Drive, Alexandria VA 22350
5713726715
"
57.006,Social Insurance for Railroad Workers,Z - Salaries and Expenses,RAILROAD RETIREMENT BOARD,,,"Nov 26, 2024","Nov 26, 2024",True,"Bruce Rodman
844 North Rush Street, 4 NE, Chicago IL 60611
(312) 751-4932
"
93.088,Advancing System Improvements for Key Issues in Women's Health,B - Cooperative Agreements (Discretionary Grants),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",OFFICE OF ASSISTANT SECRETARY FOR HEALTH,,"Nov 26, 2024","Nov 26, 2024",True,"Richelle Marshall
1101 Wootton Pkwy, Plaza Level, Rockville MD 20852
202-205-2551
"
16.055,Tribal Special Assistant United States Attorneys,B - Project Grants (Discretionary),"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",,"Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
93.57,Community Services Block Grant Discretionary Awards,B - Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,21.020,"Nov 26, 2024","Nov 26, 2024",True,"Patrice West, Program Operations Branch Chief
Division of Community Discretionary Programs, Office of Community Services, Administration for Children and Families, Department of Health and Human Services, Washington DC 20201
202-425-9287
"
16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault",B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","16.589, 16.587, 16.590, 16.588","Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
16.028,"Resource Center on Workplace Response to Domestic Violence, Dating Violence, Sexual Assault, and Stalking",B - Cooperative Agreements,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","16.528, 16.588, 16.556","Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
93.56,Payments to Territories  Adults,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.778, 96.001, 96.006","Nov 26, 2024","Nov 26, 2024",True,"Deborah List
Office of Family Assistance, Administration for Children and Families, Washington DC 20024
2024015488
"
93.06,Sexual Risk Avoidance Education,B - Project Grants (Discretionary),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,"Nov 26, 2024","Nov 26, 2024",True,"Mousumi Banikya, Director
330 C Street, SW, Washington DC 20201
202-619-1066
"
16.587,Violence Against Women Discretionary Grants for Indian Tribal Governments,B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","16.589, 16.590, 16.588","Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
81.135,Advanced Research Projects Agency - Energy,B - Cooperative Agreements,"ENERGY, DEPARTMENT OF",,,"Nov 26, 2024","Nov 26, 2024",True,"Hai Duong
Department of Energy, 1000 Independence Avenue, S.W., Washington DC 20585
(202) 287-6583
"
93.123,Health Professions Pre-graduate Scholarship Program for Indians,M - Training,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,"93.972, 93.971","Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
301-443-5204
"
81.126,Federal Loan Guarantees for Innovative Energy Technologies,F - Guaranteed/Insured Loans,"ENERGY, DEPARTMENT OF",,,"Nov 26, 2024","Nov 26, 2024",True,"Patricia Breed
1000 Independence Avenue SW, Washington DC 20585
202-586-2510
"
93.343,Public Health Service Evaluation Funds,B - Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",OFFICE OF ASSISTANT SECRETARY FOR HEALTH,,"Nov 26, 2024","Nov 26, 2024",True,"Scott Moore
1101 Wootton Parkway, Rockville MD 20852
2404538822
"
64.014,Veterans State Domiciliary Care,A - Formula Grants,"VETERANS AFFAIRS, DEPARTMENT OF",VA HEALTH ADMINISTRATION CENTER,64.015,"Nov 26, 2024","Nov 26, 2024",True,"State Home Per Diem Program
Geriatrics and Extended Care Service, Washington DC 20420
(202) 461-6750
"
93.499,Low Income Household Water Assistance Program,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,"Nov 26, 2024","Nov 26, 2024",False,"Christina Clark
Department of Health and Human Services
Administration for Children and Families,
Office of Community Services, 
Division of Energy Assistance,
330 C St SW, 5th Floor, Washington DC 20201
2024015399
"
64.203,Veterans Cemetery Grants Program,B - Project Grants,"VETERANS AFFAIRS, DEPARTMENT OF",NATIONAL CEMETERY SYSTEM,,"Nov 26, 2024","Nov 26, 2024",True,"Veterans Cemetery Grants Program (41C)
810 Vermont Ave., N.W., Washington DC 20420
202-632-7208
"
10.001,Agricultural Research Basic and Applied Research,C - Direct Payments for Specified Use (Cooperative Agreements),"AGRICULTURE, DEPARTMENT OF",AGRICULTURAL RESEARCH SERVICE,"10.500, 10.205, 10.207, 10.652, 10.250, 10.200, 10.202, 10.700, 10.203","Nov 26, 2024","Nov 26, 2024",True,"Deborah Watson
5601 Sunnyside Avenue, 1-WS-1323, Beltsville MD 20705
301-448-6212
"
59.007,7(j) Technical Assistance,B - Project Grants,SMALL BUSINESS ADMINISTRATION,,,"Nov 26, 2024","Nov 26, 2024",True,"Sandra Barrett; Director, Office of Management and Technical Assistance; Office of Business Development
409 3rd. Street, S.W., 8th Floor, Washington DC 20416
202-205-7039
"
93.579,U.S. Repatriation,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,"Nov 26, 2024","Nov 26, 2024",True,"LT Olufolake Ogunyemi
330 C St. SW, Washington DC 20201
202-809-6802
"
16.052,"Restorative Practices to Address Domestic Violence, Dating Violence, Sexual Assault, and Stalking",B - Cooperative Agreements,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",,"Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
16.06,Local Law Enforcement Grants for Enforcement of Cybercrimes,B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",16.058,"Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
93.564,Child Support Services Research,B - Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.779, 93.563, 93.597, 93.647, 93.558","Nov 26, 2024","Nov 26, 2024",True,"Michelle Jadczak
330 C Street S.W., Washington DC 20201
(202) 401-4578
"
10.95,Agricultural Statistics Reports,C - Direct Payments for Specified Use (Cooperative Agreements),"AGRICULTURE, DEPARTMENT OF",NATIONAL AGRICULTURAL STATISTICS SERVICE,"10.250, 10.700, 17.003, 10.153","Nov 26, 2024","Nov 26, 2024",True,"Ann Johnson
1400 INDEPENDENCE AVENUE, S.W., 
South Agriculture Building, Room 5041A, WASHINGTON DC 20250
(202)690-0919
"
93.676,Unaccompanied Children Program,B - Project Grants (Cooperative Agreements),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.576, 93.566, 93.598","Nov 26, 2024","Nov 26, 2024",True,"Allison Blake
Mary E. Switzer Building, 330 C Street SW, Washington DC 20201
202-401-4997
"
16.844,Combatting Contraband Cell Phone Use in Prisons,B - Project Grants (Cooperative Agreements or Contracts),"JUSTICE, DEPARTMENT OF",OFFICE OF JUSTICE PROGRAMS,,"Nov 26, 2024","Nov 26, 2024",False,"Andre Bethea
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20531
(202) 353-0583
"
93.383,Public Health Nursing,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
(301) 443-5204
"
16.839,STOP School Violence,B - Cooperative Agreements,"JUSTICE, DEPARTMENT OF",OFFICE OF JUSTICE PROGRAMS,,"Nov 26, 2024","Nov 26, 2024",False,"David Adams
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Steet, NE, Washington DC 20531
202-616-6500
"
45.311,Native American and Native Hawaiian Library Services,B - Project Grants,THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES,,"45.031, 45.313, 45.309, 45.310, 45.308, 45.312, 45.301","Nov 26, 2024","Nov 26, 2024",True,"Sandra Narva
955 L'Enfant Plaza North, SW
Suite 4000, Washington DC 20024
202-653-4634
"
64.116,Veteran Readiness and Employment,E - Direct Loans,"VETERANS AFFAIRS, DEPARTMENT OF",VETERANS BENEFITS ADMINISTRATION,"64.013, 84.126, 27.002","Nov 26, 2024","Nov 26, 2024",True,"Veteran Readiness and Employment Service
810 Vermont Ave.  NW, Washington DC 20420
2024619600
"
93.445,Indian Health Service Sanitation Facilities Construction Program,J - Provision of Specialized Services,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Nov 26, 2024","Nov 26, 2024",False,"Division of Grants Management
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
3014435204
"
59.006,8(a) Business Development Program,J - Provision of Specialized Services,SMALL BUSINESS ADMINISTRATION,,"59.007, 59.011, 59.007, 59.011","Nov 26, 2024","Nov 26, 2024",False,"Dr. Donna Peebles, D.M.,  Associate Administrator - Office of Business Development
409 3rd. Street, S.W., 8th Floor, Washington DC 20416
800-827-5722
"
16.589,"Rural Domestic Violence, Dating Violence, Sexual Assault, and Stalking Assistance Program",B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",,"Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
93.284,Injury Prevention Program for American Indians and Alaskan Natives Cooperative Agreements,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management,
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
301-443-5204
"
93.714,ARRA  Emergency Contingency Fund for Temporary Assistance for Needy Families (TANF) State Program,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.667, 93.596, 93.558, 93.594, 93.595","Nov 26, 2024","Nov 26, 2024",False,"Deborah List
Office of Family Assistance, Administration for Children and Families, Washington DC 20024
2024015488
"
16.029,Office on Violence Against Women Special Projects,B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","16.587, 16.528, 16.888, 16.025","Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
16.578,Public Benefit Conveyance Program,"H - Sale, Exchange, or Donation of Property and Goods","JUSTICE, DEPARTMENT OF",OFFICE OF JUSTICE PROGRAMS,,"Nov 26, 2024","Nov 26, 2024",False,"Laura Mizhir
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20351
202-616-6500
"
93.567,Refugee and Entrant Assistance Voluntary Agency Programs,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.576, 93.583, 93.566, 93.598","Nov 26, 2024","Nov 26, 2024",True,"Anastasia Brown, Director Division of Refugee Services
Mary E. Switzer Building, 330 C Street SW, Washington DC 20201
(202) 401-4559 
"
16.889,Grants for Outreach and Services to Underserved Populations,B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",16.016,"Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
93.99,National Health Promotion,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",OFFICE OF ASSISTANT SECRETARY FOR HEALTH,,"Nov 26, 2024","Nov 26, 2024",True,"Duane Barlow
1101 Wootton Parkway, Plaza Level, Rockville MD 20852
240-453-8822
"
93.569,Community Services Block Grant,B - Project Grants (Cooperative Agreements),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.568, 93.600, 93.045","Nov 26, 2024","Nov 26, 2024",True,"Charisse Johnson
330 C Street, SW, 5th Floor, Mail Room 5425, Washington DC 20201
202-401-5665
"
93.086,Healthy Marriage Promotion and Responsible Fatherhood Grants,B - Project Grants (Discretionary),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,"Nov 26, 2024","Nov 26, 2024",True,"Melinda Leidy
Office of Family Assistance (OFA)
330 C Street, SW, Washington DC 20201
206-539-5024
"
81.254,Grid Infrastructure Deployment and Resilience,B - Cooperative Agreements,"ENERGY, DEPARTMENT OF",,81.300,"Nov 26, 2024","Nov 26, 2024",True,"Diana Pry
1000 Independence Ave. SW, Washington DC 20585
240-474-8389
"
93.21,Tribal Self-Governance Program: IHS Compacts/Funding Agreements,C - Direct Payments for Specified Use,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
301-443-5204
"
93.972,Health Professions Scholarship Program,M - Training,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,93.288,"Nov 26, 2024","Nov 26, 2024",True,"Division of Grants Management,
5600 Fishers Lane, Mail Stop: 09E70, Rockville MD 20857
(301) 443-5204
"
17.807,Transition Assistance Program,J - Provision of Specialized Services,"LABOR, DEPARTMENT OF",VETERANS EMPLOYMENT AND TRAINING SERVICES,17.804,"Nov 26, 2024","Nov 26, 2024",True,"Timothy Winter
200 Constitution Ave, NW, Room S-1312, Washington DC 20210
2026934705
"
16.84,Keep Young Athletes Safe,B - Project Grants,"JUSTICE, DEPARTMENT OF",OFFICE OF JUSTICE PROGRAMS,,"Nov 26, 2024","Nov 26, 2024",True,"Portia Graham
U.S. Department of Justice 
Office of Justice Programs
SMART Office
999 North Capitol Street, NE, Washington DC 20531
202-514-4689
"
16.057,OVW LGBT Specific Services Program,B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",,"Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
16.59,Grants to Encourage Arrest Policies and Enforcement of Protection Orders Program,B - Project Grants,"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","16.589, 16.587, 16.588","Nov 26, 2024","Nov 26, 2024",True,"Office on Violence Against Women
145 N. St., NE, Suite 10W.100, Washington DC 20530
2023076026
"
64.053,Payments to States for Programs to Promote the Hiring and Retention of Nurses at State Veterans Homes,B - Project Grants,"VETERANS AFFAIRS, DEPARTMENT OF",VA HEALTH ADMINISTRATION CENTER,,"Nov 26, 2024","Nov 26, 2024",True,"State Veteran Home Program
Geriatrics and Extended Care
810 Vermont Ave., N.W., Washington DC 20420
(202) 461-6750
"
93.597,Grants to States for Access and Visitation Programs,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.563,"Nov 26, 2024","Nov 26, 2024",True,"Michael Hayes, Senior Program Manager 
330 C. Street S.W., Washington DC 20201
202 401-5651
"
93.558,Temporary Assistance for Needy Families,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.667, 93.596, 93.594, 93.595","Nov 26, 2024","Nov 26, 2024",True,"Deborah List
Office of Family Assistance, Administration for Children and Families, Washington DC 20024
2024015488
"
16.039,Rural Violent Crime Initiative,B - Project Grants,"JUSTICE, DEPARTMENT OF",OFFICE OF JUSTICE PROGRAMS,,"Nov 26, 2024","Nov 26, 2024",False,"Juliana Palmer
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20531
202-598-6531
"
93.563,Child Support Services,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.658, 93.558","Nov 26, 2024","Nov 26, 2024",True,"Joseph Arthur
330 C. St. SW, 5th Floor, Washington DC 20201
202-823-1019
"
