ID,FEDERALPROGRAMNAME,CFDAPREFIX,CFDAEXT
798,"OUTDOOR RECREATION_ACQUISITION, DEVELOPMENT AND PLANNING",15,916
799,"DISPOSAL OF FEDERAL SURPLUS REAL PROPERTY FOR PARKS, RECREATION, AND HISTORIC MONUMENTS",15,918
800,"RIVERS, TRAILS AND CONSERVATION ASSISTANCE",15,921
801,NATIVE AMERICAN GRAVES PROTECTION AND REPATRIATION ACT,15,922
802,NATIONAL CENTER FOR PRESERVATION TECHNOLOGY AND TRAINING,15,923
803,NATIONAL MARITIME HERITAGE GRANTS PROGRAM,15,925
804,AMERICAN BATTLEFIELD PROTECTION,15,926
805,HYDROPOWER RECREATION ASSISTANCE,15,927
806,CIVIL WAR BATTLEFIELD LAND ACQUISITION GRANTS,15,928
807,SAVE AMERICA'S TREASURES,15,929
808,CHESAPEAKE BAY GATEWAYS NETWORK,15,930
809,CONSERVATION ACTIVITIES BY YOUTH SERVICE ORGANIZATIONS,15,931
810,PRESERVATION OF HISTORIC STRUCTURES ON THE CAMPUSES OF HISTORICALLY BLACK COLLEGES AND UNIVERSITIES (HBCUS).,15,932
811,PRESERVATION OF JAPANESE AMERICAN CONFINEMENT SITES,15,933
812,ABANDONED MINE HAZARD MITIGATION,15,934
813,NATIONAL TRAILS SYSTEM PROJECTS,15,935
814,SHENANDOAH VALLEY BATTLEFIELDS NATIONAL HISTORIC DISTRICT BATTLEFIELD ACQUISITION AND PROTECTION,15,936
815,REDWOOD NATIONAL PARK COOPERATIVE MANAGEMENT WITH THE STATE OF CALIFORNIA,15,937
816,BOSTON AFRICAN-AMERICAN NATIONAL HISTORIC SITE COOPERATIVE AGREEMENT WITH THE MUSEUM OF AFRICAN AMERICAN HISTORY,15,938
817,HERITAGE PARTNERSHIP,15,939
818,NEW BEDFORD WHALING NATIONAL HISTORIC PARK COOPERATIVE MANAGEMENT,15,940
819,MISSISSIPPI NATIONAL RIVER AND RECREATION AREA STATE AND LOCAL ASSISTANCE,15,941
820,ENVIRONMENTAL EDUCATION AND CONSERVATION - NORTH CASCADES BIOREGION,15,942
821,CHALLENGE COST SHARE,15,943
822,NATURAL RESOURCE STEWARDSHIP,15,944
823,COOPERATIVE RESEARCH AND TRAINING PROGRAMS Ð RESOURCES OF THE NATIONAL PARK SYSTEM,15,945
824,CULTURAL RESOURCES MANAGEMENT,15,946
825,BOSTON HARBOR ISLANDS PARTNERSHIP,15,947
826,NATIONAL FIRE PLAN-WILDLAND URBAN INTERFACE COMMUNITY FIRE ASSISTANCE,15,948
827,NATIONAL FIRE PLAN - RURAL FIRE ASSISTANCE,15,949
828,"NATIONAL PARK SERVICE CONSERVATION, PROTECTION, OUTREACH, AND EDUCATION",15,954
829,MARTIN LUTHER KING JUNIOR NATIONAL HISTORIC SITE AND PRESERVATION DISTRICT,15,955
830,COOPERATIVE MANAGEMENT OF EBEY'S LANDING NATIONAL HISTORICAL RESERVE,15,956
831,HISTORIC PRESERVATION FUND GRANTS TO PROVIDE DISASTER RELIEF TO HISTORIC PROPERTIES DAMAGED BY HURRICANE SANDY,15,957
832,UPPER MISSISSIPPI RIVER SYSTEM LONG TERM RESOURCE MONITORING PROGRAM,15,978
833,HURRICANE SANDY PROGRAM,15,979
834,LAW ENFORCEMENT ASSISTANCE_NARCOTICS AND DANGEROUS DRUGS_LABORATORY ANALYSIS,16,001
835,LAW ENFORCEMENT ASSISTANCE_NARCOTICS AND DANGEROUS DRUGS TECHNICAL LABORATORY PUBLICATIONS,16,003
836,LAW ENFORCEMENT ASSISTANCE_NARCOTICS AND DANGEROUS DRUGS TRAINING,16,004
837,"ALCOHOL, TOBACCO, AND FIREARMS_TRAINING ASSISTANCE",16,012
838,VIOLENCE AGAINST WOMEN ACT COURT TRAINING AND IMPROVEMENT GRANTS,16,013
839,MISSING ALZHEIMER'S DISEASE PATIENT ASSISTANCE PROGRAM,16,015
840,CULTURALLY AND LINGUISTICALLY SPECIFIC SERVICES PROGRAM,16,016
841,SEXUAL ASSAULT SERVICES FORMULA PROGRAM,16,017
842,TRIBAL REGISTRY,16,019
843,JUSTICE SYSTEMS RESPONSE TO FAMILIES,16,021
844,SEXUAL ASSAULT SERVICES CUTURALLY SPECIFIC PROGRAM,16,023
845,TRIBAL SEXUAL ASSAULT SERVICES PROGRAM,16,024
846,DESEGREGATION OF PUBLIC EDUCATION,16,100
847,EQUAL EMPLOYMENT OPPORTUNITY,16,101
848,FAIR HOUSING AND EQUAL CREDIT OPPORTUNITY,16,103
849,PROTECTION OF VOTING RIGHTS,16,104
850,CIVIL RIGHTS OF INSTITUTIONALIZED PERSONS,16,105
851,CIVIL RIGHTS PROSECUTION,16,109
852,COMMUNITY-BASED VIOLENCE PREVENTION PROGRAM,16,123
853,COMMUNITY RELATIONS SERVICE,16,200
854,PROMOTING EVIDENCE INTEGRATION IN SEX OFFENDER MANAGEMENT DISCRETIONARY GRANT PROGRAM,16,203
855,LAW ENFORCEMENT ASSISTANCE_FBI ADVANCED POLICE TRAINING,16,300
856,LAW ENFORCEMENT ASSISTANCE_FBI CRIME LABORATORY SUPPORT,16,301
857,LAW ENFORCEMENT ASSISTANCE_FBI FIELD POLICE TRAINING,16,302
858,LAW ENFORCEMENT ASSISTANCE_FBI FINGERPRINT IDENTIFICATION,16,303
859,LAW ENFORCEMENT ASSISTANCE_NATIONAL CRIME INFORMATION CENTER,16,304
860,LAW ENFORCEMENT ASSISTANCE_UNIFORM CRIME REPORTS,16,305
861,COMBINED DNA INDEX SYSTEM,16,307
862,INDIAN COUNTRY INVESTIGATIONS,16,308
863,LAW ENFORCEMENT ASSISTANCE_NATIONAL INSTANT CRIMINAL BACKGROUND CHECK SYSTEM,16,309
864,SERVICES FOR TRAFFICKING VICTIMS,16,320
865,ANTITERRORISM EMERGENCY RESERVE,16,321
866,JUVENILE ACCOUNTABILITY BLOCK GRANTS,16,523
867,LEGAL ASSISTANCE FOR VICTIMS,16,524
868,"GRANTS TO REDUCE DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ON CAMPUS",16,525
869,OVW TECHNICAL ASSISTANCE INITIATIVE,16,526
870,"SUPERVISED VISITATION, SAFE HAVENS FOR CHILDREN",16,527
871,ENHANCED TRAINING AND SERVICES TO END VIOLENCE AND ABUSE OF WOMEN LATER IN LIFE,16,528
872,"EDUCATION, TRAINING, AND ENHANCED SERVICES TO END VIOLENCE AGAINST AND ABUSE OF WOMEN WITH DISABILITIES",16,529
873,JUVENILE JUSTICE AND DELINQUENCY PREVENTION_ALLOCATION TO STATES,16,540
874,"PART E - DEVELOPING, TESTING AND DEMONSTRATING PROMISING NEW PROGRAMS",16,541
875,MISSING CHILDREN'S ASSISTANCE,16,543
876,YOUTH GANG PREVENTION,16,544
877,TITLE V_DELINQUENCY PREVENTION PROGRAM,16,548
878,STATE JUSTICE STATISTICS PROGRAM FOR STATISTICAL ANALYSIS CENTERS,16,550
879,NATIONAL CRIMINAL HISTORY IMPROVEMENT PROGRAM (NCHIP),16,554
880,STATE DOMESTIC VIOLENCE AND SEXUAL ASSAULT COALITIONS,16,556
881,TRIBAL DOMESTIC VIOLENCE AND SEXUAL ASSAULT COALITIONS GRANT PROGRAM,16,557
882,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS",16,560
883,CRIMINAL JUSTICE RESEARCH AND DEVELOPMENT_GRADUATE RESEARCH FELLOWSHIPS,16,562
884,NATIONAL INSTITUTE OF JUSTICE W.E.B. DUBOIS FELLOWSHIP PROGRAM,16,566
885,PUBLIC SAFETY OFFICERS' BENEFITS PROGRAM,16,571
886,CRIME VICTIM ASSISTANCE,16,575
887,CRIME VICTIM COMPENSATION,16,576
888,FEDERAL SURPLUS PROPERTY TRANSFER PROGRAM,16,578
889,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS,16,582
890,CHILDREN'S JUSTICE ACT PARTNERSHIPS FOR INDIAN COMMUNITIES,16,583
891,DRUG COURT DISCRETIONARY GRANT PROGRAM,16,585
892,VIOLENCE AGAINST WOMEN DISCRETIONARY GRANTS FOR INDIAN TRIBAL GOVERNMENTS,16,587
893,VIOLENCE AGAINST WOMEN FORMULA GRANTS,16,588
894,"RURAL DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ASSISTANCE PROGRAM",16,589
895,GRANTS TO ENCOURAGE ARREST POLICIES AND ENFORCEMENT OF PROTECTION ORDERS PROGRAM,16,590
896,RESIDENTIAL SUBSTANCE ABUSE TREATMENT FOR STATE PRISONERS,16,593
897,COMMUNITY CAPACITY DEVELOPMENT OFFICE,16,595
898,TRIBAL JUSTICE FACILITIES GRANT PROGRAM FOR INDIAN TRIBES,16,596
899,CORRECTIONS_TRAINING AND STAFF DEVELOPMENT,16,601
900,CORRECTIONS_RESEARCH AND EVALUATION AND POLICY FORMULATION,16,602
901,CORRECTIONS_TECHNICAL ASSISTANCE/CLEARINGHOUSE,16,603
902,STATE CRIMINAL ALIEN ASSISTANCE PROGRAM,16,606
903,BULLETPROOF VEST PARTNERSHIP PROGRAM,16,607
904,TRIBAL COURT ASSISTANCE PROGRAM,16,608
905,PROJECT SAFE NEIGHBORHOODS,16,609
906,REGIONAL INFORMATION SHARING SYSTEMS,16,610
907,STATE AND LOCAL ANTI-TERRORISM TRAINING,16,614
908,PUBLIC SAFETY OFFICERS' EDUCATIONAL ASSISTANCE,16,615
909,INDIAN COUNTRY ALCOHOL AND DRUG PREVENTION,16,616
910,PUBLIC SAFETY PARTNERSHIP AND COMMUNITY POLICING GRANTS,16,710
911,JUVENILE MENTORING PROGRAM,16,726
912,ENFORCING UNDERAGE DRINKING LAWS PROGRAM,16,727
913,REDUCTION AND PREVENTION OF CHILDREN'S EXPOSURE TO VIOLENCE,16,730
914,TRIBAL YOUTH PROGRAM,16,731
915,SPECIAL DATA COLLECTIONS AND STATISTICAL STUDIES,16,734
916,PREA PROGRAM: DEMONSTRATION PROJECTS TO ESTABLISH 'ZERO TOLERANCE' CULTURES FOR SEXUAL ASSAULT IN CORRECTIONAL FACILITIES,16,735
917,"TRANSITIONAL HOUSING ASSISTANCE FOR VICTIMS OF DOMESTIC VIOLENCE, DATING VIOLENCE, STALKING, OR SEXUAL ASSAULT",16,736
918,GANG RESISTANCE EDUCATION AND TRAINING,16,737
919,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,16,738
920,NATIONAL PRISON RAPE STATISTICS PROGRAM,16,739
921,STATEWIDE AUTOMATED VICTIM INFORMATION NOTIFICATION (SAVIN) PROGRAM,16,740
922,DNA BACKLOG REDUCTION PROGRAM,16,741
923,PAUL COVERDELL FORENSIC SCIENCES IMPROVEMENT GRANT PROGRAM,16,742
924,CRIMINAL AND JUVENILE JUSTICE AND MENTAL HEALTH COLLABORATION PROGRAM,16,745
925,CAPITAL CASE LITIGATION INITIATIVE,16,746
926,SUPPORT FOR ADAM WALSH ACT IMPLEMENTATION GRANT PROGRAM,16,750
927,EDWARD BYRNE MEMORIAL COMPETITIVE GRANT PROGRAM,16,751
928,ECONOMIC HIGH-TECH AND CYBER CRIME PREVENTION,16,752
929,CONGRESSIONALLY RECOMMENDED AWARDS,16,753
930,HAROLD ROGERS PRESCRIPTION DRUG MONITORING PROGRAM,16,754
931,SOUTHWEST BORDER PROSECUTION INITIATIVE PROGRAM,16,755
932,COURT APPOINTED SPECIAL ADVOCATES,16,756
933,JUDICIAL TRAINING ON CHILD MALTREATMENT FOR COURT PERSONNEL JUVENILE JUSTICE PROGRAMS,16,757
934,IMPROVING THE INVESTIGATION AND PROSECUTION OF CHILD ABUSE AND THE REGIONAL AND LOCAL CHILDREN'S ADVOCACY CENTERS,16,758
935,RECOVERY ACT - INTERNET CRIMES AGAINST CHILDREN TASK FORCE PROGRAM (ICAC),16,800
936,RECOVERY ACT - STATE VICTIM ASSISTANCE FORMULA GRANT PROGRAM,16,801
937,RECOVERY ACT - STATE VICTIM COMPENSATION FORMULA GRANT PROGRAM,16,802
938,RECOVERY ACT - EWARD BYRNE  MEMORIAL JUSTICE ASSISTANCE GRANT (JAG) PROGRAM/ GRANTS  TO STATES AND TERRITORIES,16,803
939,RECOVERY ACT - EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT (JAG) PROGRAM / GRANTS TO UNITS OF LOCAL GOVERNMENT,16,804
940,RECOVERY ACT - VOCA CRIME VICTIM ASSISTANCE DISCRETIONARY GRANT PROGRAM,16,807
941,RECOVERY ACT - EDWARD BYRNE MEMORIAL COMPETITIVE GRANT PROGRAM,16,808
942,RECOVERY ACT - STATE AND LOCAL LAW ENFORCEMENT ASSISTANCE PROGRAM: COMBATING CRIMINAL NARCOTICS ACTIVITY STEMMING FROM THE SOUTHERN BORDER OF THE UNITED STATES COMPETITIVE GRANT PROGRAM,16,809
943,RECOVERY ACT Ð ASSISTANCE TO RURAL LAW ENFORCEMENT TO COMBAT CRIME AND DRUGS COMPETITIVE GRANT PROGRAM,16,810
944,RECOVERY ACT - CORRECTIONAL FACILITIES ON TRIBAL LANDS,16,811
945,SECOND CHANCE ACT REENTRY INITIATIVE,16,812
946,NICS ACT RECORD IMPROVEMENT PROGRAM,16,813
947,NORTHERN BORDER PROSECUTION INITIATIVE PROGRAM,16,814
948,"TRIBAL CIVIL AND CRIMINAL LEGAL ASSISTANCE GRANTS, TRAINING AND TECHNICAL ASSISTANCE",16,815
949,JOHN R.  JUSTICE PROSECUTORS AND DEFENDERS INCENTIVE ACT,16,816
950,BYRNE CRIMINAL JUSTICE INNOVATION PROGRAM,16,817
951,CHILDREN EXPOSED TO VIOLENCE,16,818
952,NATIONAL FORUM ON YOUTH VIOLENCE PREVENTION,16,819
953,POSTCONVICTION TESTING OF DNA EVIDENCE TO EXONERATE THE INNOCENT,16,820
954,JUVENILE JUSTICE REFORM AND REINVESTMENT DEMONSTRATION PROGRAM,16,821
955,NATIONAL CENTER FOR CAMPUS PUBLIC SAFETY,16,822
956,EMERGENCY PLANNING FOR JUVENILE JUSTICE FACILITIES,16,823
957,EMERGENCY LAW ENFORCEMENT ASSISTANCE GRANT,16,824
958,SMART PROSECUTION INITIATIVE,16,825
959,VISION 21,16,826
960,JUSTICE REINVESTMENT INITIATIVE,16,827
961,"INNOVATIVE RESPONSES TO BEHAVIOR IN THE COMMUNITY: SWIFT, CERTAIN, AND FAIR SUPERVISION PROGRAM",16,828
962,JUVENILE JUSTICE EDUCATION COLLABORATION ASSISTANCE,16,829
963,GIRLS IN THE JUVENILE JUSTICE SYSTEM,16,830
964,CHILDREN OF INCARCERATED PARENTS,16,831
965,CHILDREN OF INCARCERATED PARENTS WEB PORTAL,16,832
966,NATIONAL SEXUAL ASSAULT KIT INITIATIVE,16,833
967,CONSOLIDATED AND TECHNICAL ASSISTANCE GRANT PROGRAM TO ADDRESS CHILDREN AND YOUTH EXPERIENCING DOMESTIC AND SEXUAL VIOLENCE AND ENGAGE MEN AND BOYS AS ALLIES,16,888
968,GRANTS FOR OUTREACH AND SERVICES TO UNDERSERVED POPULATIONS,16,889
969,EQUITABLE SHARING PROGRAM,16,922
970,LABOR FORCE STATISTICS,17,002
971,PRICES AND COST OF LIVING DATA,17,003
972,PRODUCTIVITY AND TECHNOLOGY DATA,17,004
973,COMPENSATION AND WORKING CONDITIONS,17,005
974,EMPLOYEE BENEFITS SECURITY ADMINISTRATION,17,150
975,REGISTERED APPRENTICESHIP,17,201
976,EMPLOYMENT SERVICE/WAGNER-PEYSER FUNDED ACTIVITIES,17,207
977,UNEMPLOYMENT INSURANCE,17,225
978,SENIOR COMMUNITY SERVICE EMPLOYMENT PROGRAM,17,235
979,TRADE ADJUSTMENT ASSISTANCE,17,245
980,WIA ADULT PROGRAM,17,258
981,WIA YOUTH ACTIVITIES,17,259
982,WIA DISLOCATED  WORKERS,17,260
983,"WIA PILOTS, DEMONSTRATIONS, AND RESEARCH PROJECTS",17,261
984,NATIONAL FARMWORKER JOBS PROGRAM,17,264
985,NATIVE AMERICAN EMPLOYMENT AND TRAINING,17,265
986,INCENTIVE GRANTS - WIA SECTION 503,17,267
987,H-1B JOB TRAINING GRANTS,17,268
988,REINTEGRATION OF EX-OFFENDERS,17,270
989,WORK OPPORTUNITY TAX CREDIT PROGRAM (WOTC),17,271
990,PERMANENT LABOR CERTIFICATION FOR FOREIGN WORKERS,17,272
991,TEMPORARY LABOR CERTIFICATION FOR FOREIGN WORKERS,17,273
992,YOUTHBUILD,17,274
993,PROGRAM OF COMPETITIVE GRANTS FOR WORKER TRAINING AND PLACEMENT IN HIGH GROWTH AND EMERGING INDUSTRY SECTORS,17,275
994,HEALTH CARE TAX CREDIT (HCTC) NATIONAL EMERGENCY GRANTS (NEGS),17,276
995,WORKFORCE INVESTMENT ACT (WIA) NATIONAL EMERGENCY GRANTS,17,277
996,WIA DISLOCATED WORKER FORMULA GRANTS,17,278
997,WORKFORCE INVESTMENT ACT (WIA) DISLOCATED WORKER NATIONAL RESERVE DEMONSTRATION GRANTS,17,280
998,WORKFORCE INVESTMENT ACT (WIA) DISLOCATED WORKER NATIONAL RESERVE TECHNICAL ASSISTANCE AND TRAINING,17,281
999,TRADE ADJUSTMENT ASSISTANCE COMMUNITY COLLEGE AND CAREER TRAINING (TAACCCT) GRANTS,17,282
1000,WORKFORCE INNOVATION FUND,17,283
1001,HURRICANE SANDY DISASTER RELIEF APPROPRIATIONS ACT SUPPLEMENTAL - NATIONAL EMERGENCY GRANTS (NEGS),17,284
1002,NON-DISCRIMINATION AND AFFIRMATIVE ACTION BY FEDERAL CONTRACTORS AND FEDERALLY ASSISTED CONSTRUCTION CONTRACTORS,17,301
1003,LONGSHORE AND HARBOR WORKERS' COMPENSATION,17,302
1004,WAGE AND HOUR STANDARDS,17,303
1005,CONSUMER CREDIT PROTECTION,17,306
1006,COAL MINE WORKERS' COMPENSATION,17,307
1007,FARM LABOR CONTRACTOR REGISTRATION,17,308
1008,LABOR ORGANIZATION REPORTS,17,309
1009,ENERGY EMPLOYEES OCCUPATIONAL ILLNESS COMPENSATION,17,310
1010,INTERNATIONAL LABOR PROGRAMS,17,401
1011,OCCUPATIONAL SAFETY AND HEALTH_SUSAN HARWOOD TRAINING GRANTS,17,502
1012,OCCUPATIONAL SAFETY AND HEALTH_STATE PROGRAM,17,503
1013,CONSULTATION AGREEMENTS,17,504
1014,OSHA DATA INITIATIVE,17,505
1015,"DISASTER RELIEF APPROPRIATIONS ACT,  SUSAN HARWOOD TRAINING GRANTS",17,506
1016,MINE HEALTH AND SAFETY GRANTS,17,600
1017,MINE HEALTH AND SAFETY COUNSELING AND TECHNICAL ASSISTANCE,17,601
1018,MINE HEALTH AND SAFETY EDUCATION AND TRAINING,17,602
1019,BROOKWOOD-SAGO GRANT,17,603
1020,SAFETY AND HEALTH GRANTS,17,604
1021,WOMEN'S BUREAU,17,700
1022,DISABILITY EMPLOYMENT POLICY DEVELOPMENT,17,720
1023,JOBS FOR VETERANS STATE GRANTS,17,801
1024,VETERANS' EMPLOYMENT PROGRAM,17,802
1025,UNIFORMED SERVICES EMPLOYMENT AND REEMPLOYMENT RIGHTS,17,803
1026,LOCAL VETERANS' EMPLOYMENT REPRESENTATIVE PROGRAM,17,804
1027,HOMELESS VETERANS REINTEGRATION PROJECT,17,805
1028,VETERAN'S PREFERENCE IN FEDERAL EMPLOYMENT,17,806
1029,TRANSITION ASSISTANCE PROGRAM,17,807
1030,ACADEMIC EXCHANGE PROGRAMS - UNDERGRADUATE PROGRAMS,19,009
1031,ACADEMIC EXCHANGE PROGRAMS - HUBERT H. HUMPHREY FELLOWSHIP PROGRAM,19,010
1032,ACADEMIC EXCHANGE PROGRAMS - SPECIAL ACADEMIC EXCHANGE PROGRAMS,19,011
1033,PROFESSIONAL AND CULTURAL EXCHANGE PROGRAMS - SPECIAL PROFESSIONAL AND CULTURAL PROGRAMS,19,012
1034,THOMAS R. PICKERING FOREIGN AFFAIRS FELLOWSHIP PROGRAM,19,013
1035,ONE-TIME INTERNATIONAL EXCHANGE GRANT PROGRAM,19,014
1036,"CULTURAL, TECHNICAL AND EDUCATIONAL CENTERS",19,015
1037,IRAQ ASSISTANCE PROGRAM,19,016
1038,ENVIRONMENTAL AND SCIENTIFIC PARTNERSHIPS AND PROGRAMS,19,017
1039,RESETTLEMENT SUPPORT CENTERS (RSCS) FOR U.S. REFUGEE RESETTLEMENT,19,018
1040,INTERNATIONAL PROGRAMS TO COMBAT HUMAN TRAFFICKING,19,019
1041,CHARLES B. RANGEL INTERNATIONAL AFFAIRS PROGRAM,19,020
1042,INVESTING IN PEOPLE IN THE MIDDLE EAST AND NORTH AFRICA,19,021
1043,EDUCATIONAL AND CULTURAL EXCHANGE PROGRAMS APPROPRIATION OVERSEAS GRANTS,19,022
1044,OVERSEAS SCHOOLS PROGRAM,19,023
1045,SOFT TARGET PROGRAM FOR OVERSEAS SCHOOLS,19,024
1046,U.S. AMBASSADORS FUND FOR CULTURAL PRESERVATION,19,025
1047,GLOBAL PEACE OPERATIONS INITIATIVE,19,026
1048,ENERGY GOVERNANCE AND REFORM PROGRAMS,19,027
1049,THE U.S. PRESIDENT'S EMERGENCY PLAN FOR AIDS RELIEF PROGRAMS,19,029
1050,ANTITERRORISM ASSISTANCE Ð DOMESTIC TRAINING PROGRAMS,19,030
1051,RESEARCH AND DEVELOPMENT - PHYSICAL SECURITY PROGRAMS,19,031
1052,GLOBAL ENGAGEMENT,19,032
1053,GLOBAL THREAT REDUCTION,19,033
1054,PUBLIC DIPLOMACY PROGRAMS,19,040
1055,INTERNATIONAL FISHERIES COMMISSIONS,19,087
1056,CONFLICT AND STABILIZATION OPERATIONS,19,121
1057,EUR/ACE HUMANITARIAN ASSISTANCE PROGRAM,19,123
1058,EAST ASIA AND PACIFIC GRANTS PROGRAM,19,124
1059,FISHERMEN'S GUARANTY FUND,19,204
1060,IRAN ASSISTANCE PROGRAM,19,221
1061,NONPROLIFERATION AND DISARMAMENT FUND,19,224
1062,PROGRAM FOR STUDY OF EASTERN EUROPE AND THE INDEPENDENT STATES OF THE FORMER SOVIET UNION,19,300
1063,THE SECRETARY'S OFFICE OF THE GLOBAL PARTNERSHIP INITIATIVE (S/GPI) GRANT PROGRAMS,19,301
1064,ECONOMIC STATECRAFT,19,322
1065,"INTERNATIONAL PROGRAMS TO SUPPORT DEMOCRACY, HUMAN RIGHTS AND LABOR",19,345
1066,ACADEMIC EXCHANGE PROGRAMS - GRADUATE STUDENTS,19,400
1067,ACADEMIC EXCHANGE PROGRAMS - SCHOLARS,19,401
1068,PROFESSIONAL AND CULTURAL EXCHANGE PROGRAMS - INTERNATIONAL VISITOR LEADERSHIP PROGRAM,19,402
1069,ACADEMIC EXCHANGE PROGRAMS - TEACHERS,19,408
1070,PROFESSIONAL AND CULTURAL EXCHANGE PROGRAMS - CITIZEN EXCHANGES,19,415
1071,ACADEMIC EXCHANGE PROGRAMS - ENGLISH LANGUAGE PROGRAMS,19,421
1072,ACADEMIC EXCHANGE PROGRAMS - EDUCATIONAL ADVISING AND STUDENT SERVICES,19,432
1073,IIP INDIVIDUAL GRANTS,19,440
1074,ECA INDIVIDUAL GRANTS,19,450
1075,SPECIAL INTERNATIONAL EXCHANGE GRANT PROGRAMS,19,451
1076,MIDDLE EAST PARTNERSHIP INITIATIVE,19,500
1077,PUBLIC DIPLOMACY PROGRAMS FOR AFGHANISTAN AND PAKISTAN,19,501
1078,U.S. REFUGEE ADMISSIONS PROGRAM,19,510
1079,OVERSEAS REFUGEE ASSISTANCE PROGRAMS FOR EAST ASIA,19,511
1080,CONTRIBUTIONS TO INTERNATIONAL ORGANIZATIONS FOR OVERSEAS ASSISTANCE,19,515
1081,OVERSEAS REFUGEE ASSISTANCE PROGRAMS FOR AFRICA,19,517
1082,OVERSEAS REFUGEE ASSISTANCE PROGRAMS FOR WESTERN HEMISPHERE,19,518
1083,OVERSEAS REFUGEE ASSISTANCE PROGRAM FOR NEAR EAST AND SOUTH ASIA,19,519
1084,OVERSEAS REFUGEE ASSISTANCE PROGRAMS FOR EUROPE,19,520
1085,OVERSEAS REFUGEE ASSISTANCE PROGRAMS FOR STRATEGIC GLOBAL PRIORITIES,19,522
1086,BUREAU OF NEAR EASTERN AFFAIRS,19,600
1087,SYRIA ASSISTANCE PROGRAM,19,601
1088,EUR/ACE NATIONAL ENDOWMENT FOR DEMOCRACY SMALL GRANTS,19,666
1089,GENERAL DEPARTMENT OF STATE ASSISTANCE,19,700
1090,GLOBAL COUNTERTERRORISM PROGRAMS,19,701
1091,CRIMINAL JUSTICE SYSTEMS,19,703
1092,COUNTER NARCOTICS,19,704
1093,TRANS-NATIONAL CRIME,19,705
1094,BUREAU OF WESTERN HEMISPHERE AFFAIRS (WHA) GRANT PROGRAMS (INCLUDING ENERGY AND CLIMATE PARTNERSHIP FOR THE AMERICAS),19,750
1095,WEAPONS REMOVAL AND ABATEMENT,19,800
1096,OFFICE OF GLOBAL WOMEN'S ISSUES,19,801
1097,EUR-OTHER,19,878
1098,AEECA/ESF PD PROGRAMS,19,900
1099,EXPORT CONTROL AND RELATED BORDER SECURITY,19,901
1100,AIRPORT IMPROVEMENT PROGRAM,20,106
1101,AVIATION RESEARCH GRANTS,20,108
1102,AIR TRANSPORTATION CENTERS OF EXCELLENCE,20,109
1103,SPACE TRANSPORTATION INFRASTRUCTURE MATCHING GRANTS,20,110
1104,HIGHWAY RESEARCH AND DEVELOPMENT PROGRAM,20,200
1105,HIGHWAY PLANNING AND CONSTRUCTION,20,205
1106,HIGHWAY TRAINING AND EDUCATION,20,215
1107,NATIONAL MOTOR CARRIER SAFETY,20,218
1108,RECREATIONAL TRAILS PROGRAM,20,219
1109,TRANSPORTATION INFRASTRUCTURE FINANCE AND INNOVATION ACT (TIFIA) PROGRAM,20,223
1110,PERFORMANCE AND REGISTRATION INFORMATION SYSTEMS MANAGEMENT,20,231
1111,COMMERCIAL DRIVER'S LICENSE PROGRAM IMPROVEMENT GRANT,20,232
1112,BORDER ENFORCEMENT GRANTS,20,233
1113,SAFETY DATA IMPROVEMENT PROGRAM,20,234
1114,COMMERCIAL MOTOR VEHICLE OPERATOR TRAINING GRANTS,20,235
1115,COMMERCIAL VEHICLE INFORMATION SYSTEMS AND NETWORKS,20,237
1116,MOTOR CARRIER RESEARCH AND TECHNOLOGY PROGRAMS,20,239
1117,FUEL TAX EVASION-INTERGOVERNMENTAL ENFORCEMENT EFFORT,20,240
1118,RAILROAD SAFETY,20,301
1119,RAILROAD RESEARCH AND DEVELOPMENT,20,313
1120,RAILROAD DEVELOPMENT,20,314
1121,NATIONAL RAILROAD PASSENGER CORPORATION GRANTS,20,315
1122,RAILROAD REHABILITATION AND IMPROVEMENT FINANCING PROGRAM,20,316
1123,CAPITAL ASSISTANCE TO STATES - INTERCITY PASSENGER RAIL SERVICE,20,317
1124,MAGLEV PROJECT SELECTION PROGRAM - SAFETEA-LU,20,318
1125,HIGH-SPEED RAIL CORRIDORS AND INTERCITY PASSENGER RAIL SERVICE Ð CAPITAL ASSISTANCE GRANTS,20,319
1126,RAIL LINE RELOCATION AND IMPROVEMENT,20,320
1127,RAILROAD SAFETY TECHNOLOGY GRANTS,20,321
1128,FISCAL YEAR 2013 HURRICANE SANDY DISASTER RELIEF GRANTS TO THE NATIONAL RAILROAD PASSENGER CORPORATION,20,323
1129,FEDERAL TRANSIT_CAPITAL INVESTMENT GRANTS,20,500
1130,METROPOLITAN TRANSPORTATION PLANNING AND STATE AND NON-METROPOLITAN PLANNING AND RESEARCH,20,505
1131,FEDERAL TRANSIT_FORMULA GRANTS,20,507
