,ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
165269,344671,905578,1,141267,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Basis of Accounting: The accompanying Schedule of Expenditures of Federal Awards includes the federal grant activity of LaGrange School District 105 South and is presented on the modified accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of the Office of Management and Budget Uniform Administrative Requirements, Cost of Principles, and Audit Requirement for Federal Awards. Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of the basic financial statements.",,
165270,344672,905578,1,141267,2021,3,3,0,Note 3: Subrecipients,"Of the federal expenditures presented in the schedule, LaGrange School District 105 South provided no federal awards to subrecipients.",,
165271,344673,905578,1,141267,2021,4,3,0,Note 4: Non-Cash Assistance,"The follow amounts were expended in the form of non-cash assistance by LaGrange School District 105 South and should be included in the Schedule of Expenditures of Federal Awards: Non-Cash Commodities (CFDA 10.555) - $23,828.",,
165272,344674,905578,1,141267,2021,5,3,0,Note 5: Other Information,"LaGrange School District 105 South did not have any insurance coverage in effect that was paid with Federal funds during the fiscal year. LaGrange School District 105 South had no loans/loan guarantees outstanding at June 30, 2021. LaGrange School District 105 South had no Federal grants requiring matching expenditures.",,
165532,360552,940699,1,108922,2021,5,3,0,AMOUNTS PASSED THROUGH TO SUBRECIPIENTS,"THE ACCOMPANYING SCHEDULE DOES NOT REFLECT ANY AMOUNTS AS PASSED THROUGH TO SUBRECIPIENTS, AS COUNCIL OF COMMUNITY SERVICES DID NOT SUBGRANT (PASS THROUGH) ANY FEDERAL AWARDS TO SUBRECIPIENTS.",,
165533,360553,940699,1,108922,2021,6,3,0,BASIS OF PRESENTATION,"THE ACCOMPANYING SCHEDULE OF EXPENDITURES OF FEDERAL AWARDS (THE SCHEDULE) INCLUDES THE FEDERAL AWARD ACTIVITY OF COUNCIL OF COMMUNITY SERVICES UNDER PROGRAMS OF THE FEDERAL GOVERNMENT FOR THE YEAR ENDED DECEMBER 31, 2021.  THE INFORMATION IN THIS SCHEDULE IS PRESENTED IN ACCORDANCE WITH THE REQUIREMENTS OF TITLE 2 U.S. CODE OF FEDERAL REGULATIONS (CFR) PART 200, UNIFORM ADMINISTRATIVE REQUIREMENTS, COST PRINCIPLES, AND AUDIT REQUIREMENTS FOR FEDERAL AWARDS (UNIFORM GUIDANCE).  BECAUSE THE SCHEDULE PRESENTS ONLY A SELECTED PORTION OF THE OPERATIONS OF COUNCIL OF COMMUNITY SERVICES, IT IS NOT INTENDED TO AND DOES NOT PRESENT THE FINANCIAL POSITION, CHANGES IN NET ASSETS, OR CASH FLOWS OF COUNCIL OF COMMUNITY SERVICES.",,
165534,360554,940699,1,108922,2021,2,2,2,10% De Minimis Cost Rate,COUNCIL OF COMMUNITY SERVICES DID NOT ELECT TO USE THE 10% DE MINIMIS INDIRECT COST RATE AS ALLOWED UNDER THE UNIFORM GUIDANCE.,,
165535,360555,940699,1,108922,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"EXPENDITURES REPORTED ON THE SCHEDULE ARE REPORTED ON THE ACCRUAL BASIS OF ACCOUNTING.  SUCH EXPENDITURES ARE RECOGNIZED FOLLOWING THE COST PRINCIPLES CONTAINED IN THE UNIFORM GUIDANCE, WHEREIN CERTAIN TYPES OF EXPENDITURES ARE NOT ALLOWABLE OR ARE LIMITED AS TO REIMBURSEMENT.  PASS THROUGH ENTITY IDENTIFYING NUMBERS ARE PRESENTED WHERE AVAILABLE.",,
165536,360556,940699,1,108922,2021,3,3,0,LOANS OUTSTANDING,"THE BEGINNING OF THE YEAR LOAN BALANCES OUTSTANDING ARE INCLUDED IN THE FEDERAL EXPENDITURES PRESENTED IN THE SCHEDULE.  FOLLOWING IS THE BALANCE OF LOANS AT DECEMBER 31, 2021.  HOME INVESTMENT PARTNERSHIPS PROGRAM: $628,070. FHA PROJECT NO. 109-11007: $224,256. ",,
165537,360557,940699,1,108922,2021,4,3,0,EMERGENCY FOOD ASSISTANCE PROGRAM (FOOD COMMODITIES),NONMONETARY ASSISTANCE IS REPORTED IN THE SCHEDULE AT THE FAIR MARKET VALUE OF THE COMMODITIES RECEIVED AND DISBURSED.,,
165661,357260,944072,1,141384,2021,3,3,0,Note 3: Subrecipients,The District did not have any Subrecipients.,,
165662,357261,944072,1,141384,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards includes the federal grant activity of Arthur Community Unit School District #305 and is presented on the modified cash basis of accounting.  The information in this schedule is presented in accordance with the requirements of the Office of Management and Budget Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards.  Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of, the Basic financial statements.",,
165663,357262,944072,1,141384,2021,5,3,0,Note 5: Other Information,Insurance coverage in effect paid with Federal funds during the fiscal year: Property: No Auto: No General Liability: No Workers Compensation: No Loans/Loan Guarantees Outstanding at June 30: No District had Federal grants requiring matching expenditures: No,,
165664,357263,944072,1,141384,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
165665,357264,944072,1,141384,2021,4,3,0,Note 4: Non-Cash Assistance,"The following amounts were expended in the form of non-cash assistance by Arthur Community Unit School District #305 and should be included in the Schedule of Expenditures of Federal Awards: Non-Cash Commodities (CFDA 10.555) = $21,705",,
167382,273964,913407,1,182619,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Bay Metropolitan Transportation Authority under programs of the federal government for the year ended September 30, 2021. The information in this Schedule is presented in accordance with requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Bay Metropolitan Transportation Authority, it is not intended to and does not present the financial position or changes in net position of Bay Metropolitan Transportation Authority.",,
167383,273965,913407,1,182619,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
168326,312882,927824,1,172014,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.  Note 4  De Minimis Indirect Cost Rate The County has elected not to use the 10 percent de minimis indirect cost rate allowed under the Uniform Guidance. ,,
168327,312883,927824,1,172014,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Note 1 - General The accompanying schedule of expenditures of federal and state awards presents the activity of all federal and state financial assistance programs of Ector County, Texas (the County).  The Countys reporting entity is defined in Note 1 to the Countys basic financial statements.  Federal and state financial assistance expended from funds received from federal and state agencies as well as federal and state financial assistance passed through other government agencies are included in the respective schedule.  The value of federal and state awards expended in the form of non-cash assistance is zero.  The value of loans or loan guarantees outstanding at the year ended September 30, 2021 is zero. Note 2 - Basis Of Accounting The accompanying schedule of expenditures of federal and state awards is presented using the modified accrual basis of accounting. Expenditures are recognized when the related fund liability is incurred. Federal and state grants are considered to be earned to the extent of expenditures made under the provisions of the grant and, accordingly, when such funds are received they are recorded as unearned revenue until earned. ",,
