"Assistance Listings Number","Title","Types of Assistance","Department/Ind. Agency","Sub-Tier","Related Federal Assistance","Last Date Modified","Date Published","Funded","POC Information"
"17.302","Longshore and Harbor Workers' Compensation","D - Direct Payments with Unrestricted Use","LABOR, DEPARTMENT OF","OFFICE OF WORKERS COMPENSATION PROGRAM","N/A","Nov 20, 2024","Nov 20, 2024","true","Nancy Griswold (Acting)
Office of Workers' Compensation Programs, Division of Federal Employees', Longshore and Harbor Workers' Compensation, 200 Constitution Avenue NW, Washington DC 20210
202-513-6809
"
"21.008","Low Income Taxpayer Clinics","B - Project Grants","TREASURY, DEPARTMENT OF THE","INTERNAL REVENUE SERVICE","N/A","Nov 20, 2024","Nov 20, 2024","true","Michael Condict
1111 Constitution Ave NW, Washington DC 20224
202-317-4700
"
"17.002","Labor Force Statistics","Z - Salaries and Expenses","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","17.005, 17.004","Nov 20, 2024","Nov 20, 2024","true","Julie Hatch Maxfield
2 Massachusetts Avenue, N.E., Washington DC 20212
(202) 691-5473
"
"17.271","Work Opportunity Tax Credit Program (WOTC)","A - Formula Grants","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Steven Rietzke
200 Constitution Ave. NW, Room C-4510, Washington DC 20210-0001
2026933912
"
"17.004","Productivity and Technology Data","Z - Salaries and Expenses","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","N/A","Nov 20, 2024","Nov 20, 2024","true","Lucy P. Eldridge 
2 Massachusetts Avenue, N.E., Washington DC 20212
202-691-5600
"
"11.313","Trade Adjustment Assistance for Firms","B - Cooperative Agreements","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","17.245","Nov 20, 2024","Nov 20, 2024","true","Bryan Borlik
1401 Constitution Avenue NW
Suite 71030, Washington DC 20230
202-482-3901
"
"16.753","Congressionally Recommended Awards","B - Project Grants (for specified projects)","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","false","BJA,
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20531
202-616-6500 or 1-866-859-2647.
"
"16.838","Comprehensive Opioid, Stimulant, and other Substances Use Program","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","16.754, 16.585, 16.812, 16.738, 16.825","Nov 20, 2024","Nov 20, 2024","true","Kalyn Hill
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol, NE, Washington DC 20531
202-701-0791
"
"11.040","Distressed Area Recompete Pilot Program","B - Cooperative Agreements (Discretionary Grants)","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Recompete Program
U.S. Department of Commerce
1401 Constitution Avenue, NW
Suite 71014, Washington DC 20230
2024825081
"
"11.039","Regional Technology and Innovation Hubs","B - Cooperative Agreements (Discretionary Grants)","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Tech Hubs Program
1401 Constitution Avenue, NW
Suite 71014, Washington DC 20230
1 (202) 482-5081
"
"17.277","WIOA National Dislocated Worker Grants / WIA National Emergency Grants","B - Project Grants","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","17.245, 17.207","Nov 20, 2024","Nov 20, 2024","true","Robert Kight
200 Constitution Ave., NW, Room C-4526, Washington DC 20210
202-693-3937
"
"32.009","Emergency Connectivity Fund Program","C - Direct Payments for Specified Use","FEDERAL COMMUNICATIONS COMMISSION","FEDERAL COMMUNICATIONS COMMISSION","N/A","Nov 20, 2024","Nov 20, 2024","true","Gabriela Gross
Federal Communications Commission, Wireline Competition Bureau, Telecommunications Access Policy Division, Washington DC 20554
202-418-7400
"
"17.600","Mine Health and Safety Grants","B - Project Grants","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","17.601","Nov 20, 2024","Nov 20, 2024","true","Ursula Frazier
201 12th Street South, Arlington VA 22202
202-693-9883
"
"21.027","CORONAVIRUS STATE AND LOCAL FISCAL RECOVERY FUNDS","C - Direct Payments for Specified Use","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","N/A","Nov 20, 2024","Nov 20, 2024","false","United States Department of the Treasury Attn: State and Local Fiscal Recovery Funds
1500 Pennsylvania Avenue NW, Washington DC 20220
202-622-2000
"
"93.879","Medical Library Assistance","B - Cooperative Agreements (Discretionary Grants)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","N/A","Nov 20, 2024","Nov 20, 2024","true","Extramural Programs
Extramural Programs National Library of Medicine, National Institutes of Health, Public Health Service, Department of Health and Human Services, Bethesda, MD 20894. Telephone: (301) 496-4621. 

Program Contact: Program Officer: Telephone: (301) 594-4882.

Grants Management Contact: Grants Management Officer: Telephone: (301) 496-4221. 

Grant Review Contact: Scientific Review Officer: Telephone: (301) 594-4937.

Use the same numbers for FTS. Website: http://www.nlm.nih.gov/ep., Bethesda, Maryland 20892 Phone: (301) 496-4621, Bethesda MD 20892
(301) 496-4621
"
"32.007","Connected Care Pilot Program","C - Direct Payments for Specified Use","FEDERAL COMMUNICATIONS COMMISSION","","N/A","Nov 20, 2024","Nov 20, 2024","true","Federal Communications Commission
45 L Street NE, Washington DC 20554
202-418-7400
"
"17.270","Reentry Employment Opportunities","B - Project Grants","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Andrea L. Bizzell
200 Constitution Ave, NW, Room N-4511, Washington DC 20210
(202) 693-3931
"
"81.102","Student Driven Research and Long Term Monitoring of Selected Populations in the Valley and Ridge Eco-region","B - Project Grants (Contracts)","ENERGY, DEPARTMENT OF","","N/A","Nov 20, 2024","Nov 20, 2024","true","Patricia Davies
550 Main Street, Cincinnati DC 45202
703-408-2157
"
"11.312","Research and Evaluation Program","B - Project Grants (Cooperative Agreements)","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Bernadette Grafton
1401 Constitution Ave., NW, Room 71030, Washington DC 20230
202-482-2917
"
"10.443","Outreach and Assistance for Socially Disadvantaged and Veteran Farmers and Ranchers","B - Project Grants","AGRICULTURE, DEPARTMENT OF","USDA, Office of Partnerships and Public Engagement","N/A","Nov 20, 2024","Nov 20, 2024","true","Jaime Wood
1400 Independence Avenue, SW, Washington DC 20250
202-720-6350
"
"11.024","BUILD TO SCALE","B - Project Grants (Cooperative Agreements)","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Office of Innovation and Entrepreneurship
1401 Constitution Ave NW, Washington DC 20230
2024828001
"
"20.707","Hazardous Materials State Inspection (HMSI) Grant","B - Project Grants (Discretionary)","TRANSPORTATION, DEPARTMENT OF","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Aaron Mitchell
1200 New Jersey Avenue, S.E
East Bldg. 2nd Floor, Washington DC 20590
202-366-0579
"
"17.278","WIOA Dislocated Worker Formula Grants","A - Formula Grants","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","17.277, 17.258, 17.245, 17.207","Nov 20, 2024","Nov 20, 2024","true","Robert Kight
200 Constitution Ave., NW, Room S-4203, Washington DC 20210
202-693-3937
"
"11.302","Economic Development Support for Planning Organizations","B - Project Grants","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","11.307","Nov 20, 2024","Nov 20, 2024","true","Planning Program
1401 Constitution Avenue, NW Room 71030, Washington DC 20230
202-482-2900
"
"16.036","Comprehensive Forensic DNA Analysis Grant Program","A - Formula Grants (Cooperative Agreements)","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","true","Andrea Borchardt
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20531
202-598-1721
"
"17.005","Compensation and Working Conditions","Z - Salaries and Expenses","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","17.003, 17.002","Nov 20, 2024","Nov 20, 2024","true","Hilery Simpson 
2 Massachusetts Avenue, N.E., Washington DC 20212
202-691-5184
"
"17.150","Employee Benefits Security Administration","Z - Salaries and Expenses","LABOR, DEPARTMENT OF","EMPLOYEE BENEFITS SECURITY ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Benefits Advisors
Employee Benefits Security Administration, Department of Labor, 200 Constitution Avenue, NW., Room N5623, Washington DC 20210
1-866-444-3272
"
"21.032","Local Assistance and Tribal Consistency Fund","C - Direct Payments for Specified Use","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","N/A","Nov 20, 2024","Nov 20, 2024","false","United States Department of the Treasury Attn: Local Assistance and Tribal Consistency Fund
1500 Pennsylvania Ave., NW, Washington DC 20220
202-622-2000
"
"17.604","Safety and Health Grants","B - Cooperative Agreements","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Shundreka Mims-Randolph
201 12th Street South, Arlington VA 22202
(202) 693-9358
"
"16.054","Virtual Reality De-escalation Training","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","false","Amber Parker
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20001
(202) 305-5592
"
"16.015","Missing Alzheimer's Disease Patient Assistance Program","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","true","Amber Parker
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20001
202-305-5592
"
"11.023","Science, Technology, Engineering, and Mathematics (STEM) Talent Challenge Program","B - Cooperative Agreements","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true","Office of Innovation and Entrepreneurship
1401 Constitution Ave NW, Washington DC 20230
2024828001
"
"21.023","Emergency Rental Assistance Program","C - Direct Payments for Specified Use","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","N/A","Nov 20, 2024","Nov 20, 2024","false","Emergency Rental Assistance
United States Department of the Treasury
1500 Pennsylvania Avenue NW, Washington DC 20220
(202) 622-2000
"
"17.310","Energy Employees Occupational Illness Compensation","D - Direct Payments with Unrestricted Use","LABOR, DEPARTMENT OF","OFFICE OF WORKERS COMPENSATION PROGRAM","N/A","Nov 20, 2024","Nov 20, 2024","true","Rachel Pond
Office of Workers' Compensation Programs, Division of Energy Employees Occupational Illness Compensation, 200 Constitution Avenue NW, Washington DC 20210
(202) 693-0081.
"
"21.029","Coronavirus Capital Projects Fund","A - Formula Grants","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","N/A","Nov 20, 2024","Nov 20, 2024","true","United States Department of the Treasury Attn: Capital Projects Fund
1500 Pennsylvania Avenue NW, Washington DC 20220
844-529-9527
"
"12.019","Pacific Center Disaster (PDC) Program","A - Formula Grants (Cooperative Agreements)","DEPT OF DEFENSE","WASHINGTON HEADQUARTERS SERVICES (WHS)","N/A","Nov 20, 2024","Nov 20, 2024","true","Cheryl Scilingo
8725 John J Kingman Rd, Fort Belvoir VA 22060
571-767-0847
"
"16.735","PREA Program: Strategic Support for PREA Implementation","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","false","Alex Stojsavljevic
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20531
(202) 616-6500
"
"16.825","Smart Prosecution Initiative","B - Project Grants (Discretionary)","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","false","Tammy M. Brown
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20531
202-353-5285 or 1-866-859-2687
"
"20.703","Interagency Hazardous Materials Public Sector Training and Planning Grants","B - Project Grants (Discretionary)","TRANSPORTATION, DEPARTMENT OF","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION","N/A","Nov 20, 2024","Nov 20, 2024","true"," Aaron Mitchell
1200 New Jersey Avenue, S.E, Washington DC 20590
(202) 366-0579
"
"16.751","Edward Byrne Memorial Competitive Grant Program","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","false","BJA,
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
810 7th Street, NW, Washington DC 20531
202-616-6500 or 1-866-859-2647.
"
"16.609","Project Safe Neighborhoods","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","false","Kevin Stewart
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20735
202-451-7189
"
"17.502","Occupational Safety and Health Susan Harwood Training Grants","M - Training","LABOR, DEPARTMENT OF","OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION","17.503","Nov 20, 2024","Nov 20, 2024","true","Donna Robertson
200 Constitution Ave NW, Washington  DC 20210
847-759-7769
"
"11.303","Economic Development Technical Assistance","B - Project Grants","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","11.307","Nov 20, 2024","Nov 20, 2024","true","Planning Program
1401 Constitution Avenue, NW Room 71030, Washington DC 20230
2024822900
"
"17.401","International Labor Programs","B - Project Grants (Cooperative Agreements or Contracts)","LABOR, DEPARTMENT OF","BUREAU OF INTERNATIONAL LABOR AFFAIRS","N/A","Nov 20, 2024","Nov 20, 2024","true","Bruce Yoon
200 Constitution Ave. NW, Washington DC 20210
202-693-4876
"
"16.754","Harold Rogers Prescription Drug Monitoring Program","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Nov 20, 2024","Nov 20, 2024","true","Meg Chapman
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
999 North Capitol Street, NE, Washington DC 20531
202-598-0604
"
"81.136","Long-Term Surveillance and Maintenance","B - Project Grants (Cooperative Agreements)","ENERGY, DEPARTMENT OF","","N/A","Nov 20, 2024","Nov 20, 2024","true","Ingrid B. Colbert
1000 Independence Ave., S.W., Washington DC 20585
(202) 586-1431
"
"66.033","Ozone Transport Commission","B - Cooperative Agreements (Discretionary Grants)","ENVIRONMENTAL PROTECTION AGENCY","","N/A","Nov 19, 2024","Nov 19, 2024","true","Ashley Thompson
Environmental Protection Agency, Office of Air and Radiation, 
1200 Pennsylvania Avenue, N.W. (Mail Code:  6102A), Washington DC 20460
202-564-3633
"
"93.980","Increasing Public Awareness and Provider Education about Primary Immunodeficiency Disease","B - Project Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Nov 19, 2024","Nov 15, 2024","false","Salaria Allen
1600 Clifton Rd, NE
Mailstop H21-8, Atlanta GA 30333
404-498-6043
"
"93.082","Sodium Reduction in Communities","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Nov 19, 2024","Nov 15, 2024","false","Sheryl Heard
4770 Buford Highway, Atlanta GA 30341
770-488-2855
"
"93.261","Scaling the National Diabetes Prevention Program to Priority Populations","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Nov 19, 2024","Nov 15, 2024","false","Sheryl Heard 
4770 Buford Hwy, NE, Atlanta GA 30341
7704882855
"
"93.435","The Innovative Cardiovascular Health Program","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Nov 19, 2024","Nov 14, 2024","false","Sheryl Heard
4770 Buford Highway,  NE, Atlanta GA 30341
7704882855
"
"93.380","The CDC Public Health Cancer Genomics Program: Translating Research into Public Health Practice","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Nov 19, 2024","Nov 15, 2024","false","Sheryl Heard
4770 Buford Highway,  NE, Atlanta GA 30341
7704882855
"
"93.738","PPHF: Racial and Ethnic Approaches to Community Health Program financed solely by Public Prevention and Health Funds","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR DISEASE CONTROL AND PREVENTION","N/A","Nov 19, 2024","Nov 15, 2024","false","Sheryl Heard
4770 Buford Highway, NE, Atlanta GA 30341
7704882855
"
"66.001","Air Pollution Control Program Support","A - Formula Grants","ENVIRONMENTAL PROTECTION AGENCY","","N/A","Nov 19, 2024","Nov 19, 2024","true","Juan Santiago
Environmental Protection Agency, Office of Air and Radiation,
Office of Air Quality Planning and Standards, 109 T.W. Alexander Drive (MCC404-02), Research Triangle Park NC 27709
919-541-1084
"
"66.714","Pesticide Environmental Stewardship Program (PESP) Grants","B - Cooperative Agreements (Discretionary Grants)","ENVIRONMENTAL PROTECTION AGENCY","","N/A","Nov 19, 2024","Nov 19, 2024","false","Jennifer Lemon
Biopesticides and Pollution Prevention Division, Office of Pesticide Programs, Environmental Protection Agency, 1200 Pennsylvania Avenue, N.W. (Mail Code: 7511M), Washington DC 20460
202-566-1589
"
